Key,English,Filipino
CLIENT_HELP_INC_000123,This refers to the nine slots in the middle of the bottom bar labeled F1-F9. These slots are linked to the corresponding Function keys and can be triggered accordingly. Reserve these for your most important funtions!,Ito ang siyam na slots sa gitnang baba na nakalabel na F1 F2 F3 F4 F5 F6 F7 F8 F9. Nakalink ang mga ito sa function keys at puwedeng gamitin agad. I reserve ito sa pinaka importanteng functions mo
CLIENT_HELP_INC_000124,Action Slot,Action Slot
CLIENT_HELP_INC_000125,The Action Slot is located in the lower right corner of the screen.,Matatagpuan ang Action Slot sa baba at kanang bahagi ng screen
CLIENT_HELP_INC_000126,What is the Action Slot,Ano ang Action Slot
CLIENT_HELP_INC_000127,The Action Slot allows you to trigger a pre-determined set of skills. You can place skills in the Action Slot from the Skills Menu.,Nagbibigay ito ng kakayahang mag trigger ng grupo ng skills. Pwede mong ilagay ang skills sa loob ng Action Slot mula sa Skills Menu
CLIENT_HELP_INC_000128,Using the Action Slot,Paggamit ng Action Slot
CLIENT_HELP_INC_000129,"To actually use the Action Slot you will need to select a target and press ""C"". This can be done repeatedly.",Para magamit piliin ang target at pindutin ang C. Pwede itong ulitin
CLIENT_HELP_INC_000130,Order of the Action Slot,Order of the Action Slot
CLIENT_HELP_INC_000131,Skills can be used in a succession as long as you follow the order of the different types of skills. The order is; Step > Circle > Finish. You can only use the action icons if the skills are in order.,Pwede magamit ang skills nang magkakasunod basta sundin ang order ng iba't ibang klase ng skills. Ang order ay Step > Circle > Finish. Makakagamit ka ng action icons kung nasa tamang order ang skills
CLIENT_HELP_INC_000132,Action Slot Cooldown,Action Slot Cooldown
CLIENT_HELP_INC_000133,There is a Cooldown for the Action Slot. As you cast you will notice a shadow the will begin covering the Action Slot. You will not be able to uses Skills that are covered in shadow. Simply wait and the shadow will vanish.,May cooldown ang Action Slot. Habang ginagamit mapapansin mong magdidilim ang Action Slot. Hindi puwede gamitin ang skills na natatakpan ng kadiliman. Maghintay lang hanggang mawala ang kadiliman
CLIENT_HELP_INC_000134,Community,Community
CLIENT_HELP_INC_000135,In order to make Flyff more social and entertaining we encourage users to band together. There is both an intricate Party System and a Guild System.,Para gawing mas social at mas masaya ang Flyff hinihikayat namin ang mga users na magsama sama. May detalyadong Party System at Guild System
CLIENT_HELP_INC_000136,Basic Party System,Basic Party System
CLIENT_HELP_INC_000137,"Parties are used to help benefit users who band together for a short time. There are numerous benefits to joining a Party as opposed to playing alone. The Party Menu can be accessed by pressing ""P"".",Ginagamit ang parties para tulungan ang mga users na magsama sa maikling panahon. Maraming benepisyo ang pagsali sa party kumpara sa paglalaro mag isa. Buksan ang Party Menu gamit ang P
CLIENT_HELP_INC_000138,Party Requirements,Party Requirements
CLIENT_HELP_INC_000139,"To make a party, at least 2 people are needed. There are no job or level requirements to create normal party.",Para gumawa ng party kailangan ng dalawang tao. Walang job o level requirements para gumawa ng normal party
CLIENT_HELP_INC_000140,Inviting members to a Party,Pag imbita ng members sa Party
CLIENT_HELP_INC_000141,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".",Para mag imbita i hold ang ALT at i left click ang player o i right click ang user. Pagkatapos ma access ang Player Menu pindutin ang Invite to join party
CLIENT_HELP_INC_000142,Joining a Party,Pagsali sa Party
CLIENT_HELP_INC_000143,Select ACCEPT when you are invited to join a party.,Piliin ang ACCEPT kapag naimbitahan kang sumali
CLIENT_HELP_INC_000144,Leave a Party,Pag alis sa Party
CLIENT_HELP_INC_000145,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.",Para umalis buksan ang Party Menu at pindutin ang LEAVE button. Madidisband ang party kapag umalis lahat ng miyembro
CLIENT_HELP_INC_000146,Removing a Party member,Pag alis ng Party member
CLIENT_HELP_INC_000147,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.",Ang leader lang ng party ang pwedeng mag tanggal ng member. Buksan ang Party Menu piliin ang member at pindutin ang Leave button
CLIENT_HELP_INC_000148,Changing Party Leader,Pagpalit ng Party Leader
CLIENT_HELP_INC_000149,"To transfer leadership in a Basic Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.",Para ilipat ang leadership sa Basic Party piliin ng leader ang member at pindutin ang Transfer button. Kung umalis ang leader ang susunod na member ang magiging leader
CLIENT_HELP_INC_000150,Become an Advanced Party,Become an Advanced Party
CLIENT_HELP_INC_000151,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,Kapag umabot ng level 10 ang basic party puwede na itong gawing Advanced Party. Piliin ang Change button sa Party Menu. Kapag naging Advanced Party puwede mo itong pangalanan. Sa Advanced Party makukuha mo ang benepisyo ng Skills tab sa Party Menu
CLIENT_HELP_INC_000152,Advanced Party System,Advanced Party System
CLIENT_HELP_INC_000153,Advanced Parties evolve from Basic Parties. They are very beneficial for groups attempting to conquer the most difficult tasks!,Ang Advanced Parties nanggagaling mula sa Basic Parties. Nakakatulong ito sa mga grupong gustong gawin ang pinakamahirap na gawain
CLIENT_HELP_INC_000154,Become an Advanced Party,Become an Advanced Party
CLIENT_HELP_INC_000155,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,Kapag umabot ng level 10 ang basic party puwede na itong gawing Advanced Party. Piliin ang Change button sa Party Menu. Kapag naging Advanced Party puwede mo itong pangalanan. Sa Advanced Party makukuha mo ang benepisyo ng Skills tab sa Party Menu
CLIENT_HELP_INC_000156,Inviting members to a Party,Pag imbita ng members sa Party
CLIENT_HELP_INC_000157,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".",Para mag imbita i hold ang ALT at i left click ang player o i right click ang user. Pagkatapos ma access ang Player Menu pindutin ang Invite to join party
CLIENT_HELP_INC_000158,Joining an advanced party.,Pagsali sa advanced party
CLIENT_HELP_INC_000159,Select ACCEPT when you are invited to join a party.,Piliin ang ACCEPT kapag naimbitahan kang sumali sa isang party
CLIENT_HELP_INC_000160,Party Exp and Skills,Party EXP at Skills
CLIENT_HELP_INC_000161,The Advanced Party will get stronger as your Party earns Exp which in turn gives the Party Points. These Party Points are then consumed to use Party Skills. The Party Skills and Points are different according to the level of the Party. Only the Party Leader can use the Party Skills.,Ang Advanced Party ay lalakas habang nakakakuha ng party EXP na nagbibigay ng Party Points. Ang Party Points na ito ay magagamit para gumamit ng Party Skills. Ang Party Skills at points ay nag iiba depende sa level ng party. Ang Party Leader lang ang pwedeng gumamit ng Party Skills
CLIENT_HELP_INC_000162,Leave a Party,Pag alis sa Party
CLIENT_HELP_INC_000163,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.",Para umalis buksan ang Party Menu at pindutin ang LEAVE button. Madidisband ang party kapag umalis lahat ng miyembro
CLIENT_HELP_INC_000164,Removing a Party member,Pag alis ng Party member
CLIENT_HELP_INC_000165,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.",Ang leader lang ng party ang pwedeng mag tanggal ng member. Buksan ang Party Menu piliin ang member at pindutin ang Leave button
CLIENT_HELP_INC_000166,Changing Party Leader,Pagpalit ng Party Leader
CLIENT_HELP_INC_000167,"To transfer leadership in an Advanced Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.",Para ilipat ang leadership sa isang Advanced Party piliin ng leader ang member at pindutin ang Transfer button. Kung umalis ang leader ang party member na kasunod ng leader ang magiging party leader
CLIENT_HELP_INC_000168,,
CLIENT_HELP_INC_000169,,
CLIENT_HELP_INC_000170,Advanced Party Skills,Advanced Party Skills
CLIENT_HELP_INC_000171,Only the Advanced Party Leader can use the Advanced Party Skills. The Advanced Party Skills will be acquired as you reach a certain Party Level. Party Points are consumed to use Skills.,Ang Advanced Party Leader lamang ang pwedeng gumamit ng Advanced Party Skills. Ang Advanced Party Skills ay makukuha pag narating ang nakadestinong Party Level. Ang Party Points ay nagagamit para gumamit ng Skills.
CLIENT_HELP_INC_000172,Call,Panawagan
CLIENT_HELP_INC_000173,Informs all Party members of the location of the Party Leader. It does not consume any Party Points.,Abisuhan ang mga myembro ng Party sa lokasyon ng Party Lider. Wala itong bawas sa Party Points.
CLIENT_HELP_INC_000174,Blitz,Palag
CLIENT_HELP_INC_000175,Party Leader orders Party members to attack a target. It does not consume any Party Points.,Inatasan ng lider nang party ang pag lusob sa napiling kalaban. Wala itong bawas sa Party Points.
CLIENT_HELP_INC_000176,Retreat,Umatras
CLIENT_HELP_INC_000177,Party Leader orders all Party members to retreat. It does not consume any Party Points.,Inatasan ng lider nang party ang pag-atras nang buong miyembro. Wala itong bawas sa Party Points.
CLIENT_HELP_INC_000179,,
CLIENT_HELP_INC_000180,Precision,Asintado
CLIENT_HELP_INC_000181,"Use this ability to gain an almost guaranteed critical hit on your next attack. Available at party level 17, consumes 1 Party Point.",Gamitin ang abilidang ito para siguradong magkaroon ng Critical Hit sa susunod na atake. Magagamit ito kapag ang party level ay 17; bawas ng 1 Party Point.
CLIENT_HELP_INC_000182,Linked Attack,Samahang Paglusob
CLIENT_HELP_INC_000183,"While the Party Leader is attacking a target, damage increase for all Party members attacking the same target. Available at party level 20, consumes 3 Party Points.",Habang umaatake ang lider ng party tataas ang damage para sa lahat ng miyembrong umaatake sa parehong target. Available sa party level 20; gumagamit ng 3 Party Points.
CLIENT_HELP_INC_000184,Lucky Drop,Lucky Drop
CLIENT_HELP_INC_000185,"Increases the chance of Masquerpets dropping unique items. Available at party level 25, consumes 5 Party Points.",Pinapataas ang tsansa na magbibigay ang Masquerpets ng unique items. Magagamit sa party level 25; gumagamit ng 5 Party Points.
CLIENT_HELP_INC_000186,Resting,Resting
CLIENT_HELP_INC_000187,"Party members recover 1.5 times faster. It the Party Leader is an Assist, Party members recover 1.8 times faster. Available at party level 30, consumes 2 Party Points.",Mas mabilis mag-recover ang party members ng 1.5x. Kung ang Party Leader ay isang Assist magiging 1.8x ang bilis. Available sa party level 30; gumagamit ng 2 Party Points.
CLIENT_HELP_INC_000188,Gift Box,Gift Box
CLIENT_HELP_INC_000189,"Increases the amount of items dropped by Masquerpets. Available at party level 40, consumes 8 Party Points.",Dinadagdagan ang dami ng items na binibigay ng Masquerpets. Available sa party level 40; gumagamit ng 8 Party Points.
CLIENT_HELP_INC_000190,Jobs and their Skills,Jobs at Skills
CLIENT_HELP_INC_000191,This section details the various Jobs in Flyff and all of their corresponding skills. The Skill Menu can be pulled up by pressing the K Key.,Dito nakalista ang detalye ng iba't ibang Jobs sa Flyff at ang mga kasunod na skills. Buksan ang Skill Menu gamit ang K key.
CLIENT_HELP_INC_000192,Players will receive Skill Points as they Level up their characters.,Ang mga players ay nakakakuha ng Skill Points habang tumataas ang level ng kanilang character.
CLIENT_HELP_INC_000193,These Skill Points can then be assigned to various skills to increase the strength of that particular Skill.,Ang Skill Points ay puwedeng ilagay sa iba't ibang skills para palakasin ang napiling skill.
CLIENT_HELP_INC_000194,PH1,PH1
CLIENT_HELP_INC_000195,Vagrants are the basic class everyone in Flyff starts with before they decide on their First Job Change. They use physical attacks and use melee weapons like swords and axes.,Ang Vagrant ang unang class sa Flyff bago pumili ng First Job Change. Gumagamit sila ng physical attacks at melee weapons tulad ng espada at palakol.
CLIENT_HELP_INC_000196,Clean Hit,Clean Hit
CLIENT_HELP_INC_000197,"A powerful, downward strike. This skill is available at Level 3 and can be used with any Melee Weapon.",Isang malakas at pababang atake. Makukuha sa Level 3 at puwedeng gamitin sa anumang Melee Weapon.
CLIENT_HELP_INC_000198,Flurry,Flurry
CLIENT_HELP_INC_000199,A rapid stabbing attack that follows a Clean Hit in the Action Slot. This skill is available at Level 5 to Players who have at least 3 Skill Points in Clean Hit and can be used with any Melee Weapon.,Isang mabilis na series ng saksak na sumusunod sa Clean Hit sa Action Slot. Makukuha sa Level 5 kapag may humigit kumulang 3 Skill Points sa Clean Hit at puwedeng gamitin sa anumang Melee Weapon.
CLIENT_HELP_INC_000200,Over Cutter,Over Cutter
CLIENT_HELP_INC_000201,This attack gathers all of the power the vagrant has and unleashes it in a strong upwards finishing blow. Over Cutter completes the combo after Flurry in the Action Slot. This skill is available at Level 10 to Players who have at least 3 Skill Points in Flurry and can be used with any Melee Weapon.,Iniipon ang lakas ng isang Vagrant at inilalabas sa isang malakas na pataas na atake. Kasunod ito ng Flurry sa Action Slot. Makukuha sa Level 10 kapag may humigit kumulang 3 Skill Points sa Flurry at puwedeng gamitin sa anumang Melee Weapon.
CLIENT_HELP_INC_000202,Mercenary,Mercenary
CLIENT_HELP_INC_000203,"Mercenaries prefer to partake in close range combat. The main characteristics of this particular class involve physical strength, and a strong body that is able to withstand attacks.",Ang Mercenary ay palabang harapin ang malapitang labanan. Mataas ang physical strength at tibay na kayang tiisin ang mga atake ng kalaban.
CLIENT_HELP_INC_000204,"Powerful and headstrong, the mercenary has both inner and physical strength. Mercenaries will become either a Blade or a Knight.","Malakas at matatag, ang mercenary ay may inner at physical strength. Magiging Blade o Knight ang Mercenary."
CLIENT_HELP_INC_000205,PH2,PH2
CLIENT_HELP_INC_000206,"Strikes the enemy two times, in rapid succession. This skill is available at Level 15 and can be used with any Axe or Sword.",Tumama ng dalawang beses nang mabilis sa kalaban. Makukuha sa Level 15 at puwedeng gamitin gamit ang anumang Axe o Sword.
CLIENT_HELP_INC_000207,PH3,PH3
CLIENT_HELP_INC_000208,A continuous spinning attack. This skill is available at Level 18 to Players who have at least 4 Skill Points in Slash and can be used with any Axe or Sword.,Isang tuloy tuloy na paikot na atake. Makukuha sa Level 18 kapag may humigit kumulang 4 Skill Points sa Slash at puwedeng gamitin sa anumang Axe o Sword.
CLIENT_HELP_INC_000209,PH4,PH4
CLIENT_HELP_INC_000210,"A spinning, finishing move. This skill is available at Level 24 to Players who have at least 6 Skill Points in Keenwheel and can be used with any Axe or Sword.",Isang paikot at pangwakas na galaw. Makukuha sa Level 24 kapag may humigit kumulang 6 Skill Points sa Keenwheel at puwedeng gamitin sa anumang Axe o Sword.
CLIENT_HELP_INC_000211,Special Hit,Special Hit
CLIENT_HELP_INC_000212,A single powerful strike. This skill is available at Level 30 to Players who have at least 8 Skill Points in Blindside and can be used with any Axe or Sword.,Isang malakas na hampas. Makukuha sa Level 30 kapag may hindi bababa sa 8 Skill Points sa Blindside at puwedeng gamitin sa Axe o Sword.
CLIENT_HELP_INC_000213,PH5,PH5
CLIENT_HELP_INC_000214,Drains life from an enemy. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slash and can be used with any Axe or Sword.,Nangangamoy ng buhay mula sa kalaban. Makukuha sa Level 20 kapag may hindi bababa sa 3 Skill Points sa Slash at puwedeng gamitin sa anumang Axe o Sword.
CLIENT_HELP_INC_000215,Reflex Hit,Reflex Hit
CLIENT_HELP_INC_000216,This Skill absorbs one attack and releases it back at an enemy. This skill is available at Level 25 to Players who have at least 8 Skill Points in Bloody Strike and can be used with any Axe or Sword.,Ina-absorb ang isang atake at ibinabalik ito sa kaaway. Makukuha sa Level 25 kapag may hindi bababa sa 8 Skill Points sa Bloody Strike at puwedeng gamitin sa anumang Axe o Sword.
CLIENT_HELP_INC_000217,Guillotine,Guillotine
CLIENT_HELP_INC_000218,This attack begins from a short distance and then launches the player at the enemy in a fiery burst. This skill is available at Level 30 to Players who have at least 10 Skill Points in Reflex Hit and can be used with any Axe or Sword.,Nagsisimula mula sa maikling distansya at itinutulak ang player papunta sa kalaban na may apoy na pagsabog. Makukuha sa Level 30 kapag may hindi bababa sa 10 Skill Points sa Reflex Hit at puwedeng gamitin sa anumang Axe o Sword.
CLIENT_HELP_INC_000219,Protection,Protection
CLIENT_HELP_INC_000220,Increases the defense of a Shield against melee attacks. This skill is available at Level 15 and requires a shield.,Pinapataas ang depensa ng shield laban sa melee attacks. Makukuha sa Level 15 at kailangan ng shield.
CLIENT_HELP_INC_000221,Pan Barrier,Pan Barrier
CLIENT_HELP_INC_000222,Increases the defense of a Shield against ranged attacks. This skill is available at Level 18 to Players who have at least 3 Skill Points in Protection and requires a shield.,Dinadagdag ang depensa ng shield laban sa ranged attacks. Makukuha sa Level 18 kapag may 3 Skill Points sa Protection at kailangan ng shield.
CLIENT_HELP_INC_000223,Sneaker,Sneaker
CLIENT_HELP_INC_000224,Holds an enemy in place with a net. This skill is available at Level 20 to Players who have at least 10 Skill Points in Pan Barrier and can be used with any Axe or Sword.,Pinipigilan ang galaw ng kalaban gamit ang isang net. Makukuha sa Level 20 kapag may 10 Skill Points sa Pan Barrier at puwedeng gamitin kahit anong Axe o Sword.
CLIENT_HELP_INC_000225,Empower Weapon,Empower Weapon
CLIENT_HELP_INC_000226,This Skill strengthens the elemental damage of a weapon. It is not applied if there is no elemental attack power on the weapon. This skill is available at Level 20 to Players who have at least 5 Skill Points in Protection and can be used with any Axe or Sword.,Pinapalakas ang elemental damage ng isang weapon. Hindi gagana kung walang elemental attack power ang weapon. Makukuha sa Level 20 kapag may 5 Skill Points sa Protection at puwedeng gamitin sa anumang Axe o Sword.
CLIENT_HELP_INC_000227,Smite Axe,Smite Axe
CLIENT_HELP_INC_000228,Increases the attack level of an Axe and gives additional defense. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Axe.,Itinataas ang attack level ng Axe at nagbibigay ng karagdagang defense. Makukuha sa Level 25 kapag may 4 Skill Points sa Empower Weapon at puwedeng gamitin sa anumang Axe.
CLIENT_HELP_INC_000229,Axe Mastery,Axe Mastery
CLIENT_HELP_INC_000230,Increases the attack level of an Axe. This skill is available at Level 30 to Players who have at least 9 Skill Points in Smite Axe and can be used with any Axe.,Dinadagdagan ang attack level ng Axe. Makukuha sa Level 30 kapag may 9 Skill Points sa Smite Axe at puwedeng gamitin sa anumang Axe.
CLIENT_HELP_INC_000231,Blazing Sword,Blazing Sword
CLIENT_HELP_INC_000232,Increases the attack level and accuracy of a Sword. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Sword.,Dinadagdagan ang attack level at accuracy ng Sword. Makukuha sa Level 25 kapag may 4 Skill Points sa Empower Weapon at puwedeng gamitin sa anumang Sword.
CLIENT_HELP_INC_000233,Sword Mastery,Sword Mastery
CLIENT_HELP_INC_000234,Increases the attack level of a Sword. This skill is available at Level 30 to Players who have at least 9 Skill Points in Blazing Sword and can be used with any Sword.,Dinadagdagan ang attack level ng Sword. Makukuha sa Level 30 kapag may 9 Skill Points sa Blazing Sword at puwedeng gamitin sa anumang Sword.
CLIENT_HELP_INC_000235,Acrobat,Acrobat
CLIENT_HELP_INC_000236,"Acrobats mainly wield long distance weapons such as Bows or Yo-Yos. Using tactics based on speed and accuracy, they are usually able to break anyone willing enough to fight them. Sly and witty, the acrobat is a cunning trickster.","Ang Acrobats ang gumagamit ng long distance weapons tulad ng Bows o Yo-Yos. Sa taktika na nakabase sa bilis at accuracy kadalasan nilang kayang talunin ang mga kalaban. Matalino at tuso, ang acrobat ay isang cunning trickster."
CLIENT_HELP_INC_000237,"An Acrobat will use MP for Bow Skills and FP for Yo-Yo skills. For universal skills like Dark Illusion, Acrobats use FP. Acrobats will become either a Jester or a Ranger.",Gumagamit ng MP ang Acrobat para sa Bow skills at FP para sa Yo-Yo skills. Para sa universal skills tulad ng Dark Illusion gumagamit sila ng FP. Magiging Jester o Ranger ang Acrobat.
CLIENT_HELP_INC_000238,Pulling,Pulling
CLIENT_HELP_INC_000239,Pulls a target towards the player. This skill is available at Level 15 to Players and can be used with any Yo-Yo.,Hinahatak ang target papunta sa player. Makukuha sa Level 15 at puwedeng gamitin sa anumang Yo-Yo.
CLIENT_HELP_INC_000240,Fast Walker,Fast Walker
CLIENT_HELP_INC_000241,Increases the walking speed of the user for a limited time. This skill is available at Level 18 to Players who have at least 3 Skill Points in Pulling and can be used with any Bow or Yo-Yo.,Pinapataas ang walking speed ng user sa loob ng limitadong panahon. Makukuha sa Level 18 kapag may hindi bababa sa 3 Skill Points sa Pulling at puwedeng gamitin sa anumang Bow o Yo-Yo.
CLIENT_HELP_INC_000242,Dark Illusion,Dark Illusion
CLIENT_HELP_INC_000243,Turn a character invisible for a short time. This skill is available at Level 30 to Players who have at least 6 Skill Points in Fast Walker and can be used with any Bow or Yo-Yo.,Pinapawalang kita ang karakter para maging invisible sa maikling panahon. Makukuha sa Level 30 kapag may hindi bababa sa 6 Skill Points sa Fast Walker at puwedeng gamitin sa anumang Bow o Yo-Yo.
CLIENT_HELP_INC_000244,Perfect Block,Perfect Block
CLIENT_HELP_INC_000245,Block rate will be increased. This skill is available at Level 45 to Players who have at least 8 Skill Points in Dark Illusion and can be used with any Bow or Yo-Yo.,Tumataas ang block rate. Makukuha sa Level 45 kapag may hindi bababa sa 8 Skill Points sa Dark Illusion at puwedeng gamitin sa anumang Bow o Yo-Yo.
CLIENT_HELP_INC_000246,Slow Step,Slow Step
CLIENT_HELP_INC_000247,You have a chance to decrease the moving speed of enemy. This skill is available at Level 15 and can be used with any Yo-Yo.,May tsansa na pabagalin ang galaw ng kalaban. Makukuha sa Level 15 at puwedeng gamitin sa anumang Yo-Yo.
CLIENT_HELP_INC_000248,Yo-Yo Mastery,Yo-Yo Mastery
CLIENT_HELP_INC_000249,Increases Yo-Yo damage. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slow Step and can be used with any Yo-Yo.,Pinapataas ang damage ng Yo-Yo. Makukuha sa Level 20 kapag may hindi bababa sa 3 Skill Points sa Slow Step at puwedeng gamitin sa anumang Yo-Yo.
CLIENT_HELP_INC_000250,Snatch,Snatch
CLIENT_HELP_INC_000251,Steals Penya from the target; can only be used while in Dark Illusion from behind target. This skill is available at Level 35 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo.,Nagnanakaw ng Penya mula sa target; puwedeng gamitin lamang habang nasa Dark Illusion at nasa likod ng target. Makukuha sa Level 35 kapag may hindi bababa sa 8 Skill Points sa Yo-Yo Mastery at puwedeng gamitin sa anumang Yo-Yo.
CLIENT_HELP_INC_000252,Deadly Swing,Deadly Swing
CLIENT_HELP_INC_000253,A critical attack that has a chance to cause the enemy to bleed. This skill is available at Level 50 to Players who have at least 10 Skill Points in Snatch and can be used with any Yo-Yo.,Isang critical attack na may tsansang magdulot ng pagdurugo sa kalaban. Makukuha sa Level 50 kapag may hindi bababa sa 10 Skill Points sa Snatch at puwedeng gamitin sa anumang Yo-Yo.
CLIENT_HELP_INC_000254,Cross Line,Cross Line
CLIENT_HELP_INC_000255,Gather energy into your Yo-Yo in order to strike an enemy with a powerful attack that has the chance to stun your target. This skill is available at Level 30 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo. .,Kinokolekta ang enerhiya sa Yo-Yo para maglabas ng malakas na atake na may tsansang ma-stun ang target. Makukuha sa Level 30 kapag may hindi bababa sa 8 Skill Points sa Yo-Yo Mastery at puwedeng gamitin sa anumang Yo-Yo
CLIENT_HELP_INC_000256,Counterattack,Counterattack
CLIENT_HELP_INC_000257,Evade the enemy's next attack and strike back with an attack of your own. This skill is available at Level 40 to Players who have at least 10 Skill Points in Cross Line and can be used with any Yo-Yo.,Iniiwasan ang susunod na atake ng kalaban at agad na tumatapat gamit ang sariling atake. Makukuha sa Level 40 kapag may hindi bababa sa 10 Skill Points sa Cross Line at puwedeng gamitin sa anumang Yo-Yo.
CLIENT_HELP_INC_000258,Junk Arrow,Junk Arrow
CLIENT_HELP_INC_000259,This skill shoots four arrows very quickly but with reduced accuracy. This skill is available at Level 15 and can be used with any Bow.,Bumabato ng apat na palaso nang mabilis ngunit may nabawasang accuracy. Makukuha sa Level 15 at puwedeng gamitin sa anumang Bow.
CLIENT_HELP_INC_000260,Bow Mastery,Bow Mastery
CLIENT_HELP_INC_000261,Increases Bow damage. This skill is available at Level 20 to Players who have at least 5 Skill Points in Junk Arrow and can be used with any Bow.,Pinapataas ang damage ng Bow. Makukuha sa Level 20 kapag may hindi bababa sa 5 Skill Points sa Junk Arrow at puwedeng gamitin sa anumang Bow.
CLIENT_HELP_INC_000262,Silent Shot,Silent Shot
CLIENT_HELP_INC_000263,Delivers a powerful sneak attack to the target if you are in Dark Illusion. This skill is available at Level 30 to Players who have at least 4 Skill Points in Bow Mastery and can be used with any Bow.,Isang malakas na sneak attack kapag nasa Dark Illusion. Makukuha sa Level 30 kapag may hindi bababa sa 4 Skill Points sa Bow Mastery at puwedeng gamitin sa anumang Bow.
CLIENT_HELP_INC_000264,Auto Shot,Auto Shot
CLIENT_HELP_INC_000265,Attacks four times in succession without missing. Each hit is slightly less damaging than a hit from Junk Arrow. This skill is available at Level 45 to Players who have at least 9 Skill Points in Silent Shot and can be used with any Bow.,Umaatake ng apat na beses sunod sunod nang hindi pumapalya. Bawat hit ay bahagyang mas mahina kaysa sa Junk Arrow. Makukuha sa Level 45 kapag may hindi bababa sa 9 Skill Points sa Silent Shot at puwedeng gamitin sa anumang Bow.
CLIENT_HELP_INC_000266,Aimed Shot,Aimed Shot
CLIENT_HELP_INC_000267,A carefully aimed shot that has a chance to deal double damage to the target. This skill is available at Level 35 to Players who have at least 5 Skill Points in Bow Mastery and can be used with any Bow.,Isang maingat na tinutok na tira na may tsansang magdulot ng doble damage. Makukuha sa Level 35 kapag may hindi bababa sa 5 Skill Points sa Bow Mastery at puwedeng gamitin sa anumang Bow.
CLIENT_HELP_INC_000268,Arrow Rain,Arrow Rain
CLIENT_HELP_INC_000269,A rain of arrows that will fall on all enemies in a wide circle around your target. This skill is available at Level 50 to Players who have at least 5 Skill Points in Aimed Shot and can be used with any Bow.,Umuulan ng mga palaso sa lahat ng kalaban sa malawak na bilog sa paligid ng target. Makukuha sa Level 50 kapag may hindi bababa sa 5 Skill Points sa Aimed Shot at puwedeng gamitin sa anumang Bow.
CLIENT_HELP_INC_000270,Assist,Assist
CLIENT_HELP_INC_000271,"The Assist is the priest or medic of Flyff. The two primary builds for this job are a Full Support healer or a Buff Warrior. Both have the same skills to chose from. Where the Healer will need a partner to level, the Warrior can self-buff and fight alone.",Ang Assist ang priest o medic ng Flyff. May dalawang pangunahing build; Full Support healer o Buff Warrior. Parehong may parehong skills. Ang Healer kailangan ng partner para mag-level; ang Warrior kayang mag-buff at lumaban mag-isa.
CLIENT_HELP_INC_000272,The Assist may chose from Ringmaster or Billposter when the times comes to progress into a second Job.,Magiging Ringmaster o Billposter ang Assist kapag panahon na para sa second Job.
CLIENT_HELP_INC_000273,Heal,Heal
CLIENT_HELP_INC_000274,"Primary healing spell, which recovers a portion of the target's HP. This skill is available at Level 15 and can be used with any Stick.",Pangunahing healing spell na nagbabalik ng bahagi ng HP ng target. Makukuha sa Level 15 at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000275,Patience,Patience
CLIENT_HELP_INC_000276,Increases the target’s maximum HP. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Pinapataas ang maximum HP ng target. Makukuha sa Level 18 kapag may hindi bababa sa 3 Skill Points sa Heal at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000277,Resurrection,Pagbuhay
