Key,English,Japanese
CLIENT_HELP_INC_000137,"Parties are used to help benefit users who band together for a short time. There are numerous benefits to joining a Party as opposed to playing alone. The Party Menu can be accessed by pressing ""P"".","パーティは、一時的にプレイヤーが結束され仲間となります。パーティに参加すると、一人でプレイするより、多くのメリットが得られます。パーティーのメニューは、""P ""を押すことで表示されます。"
CLIENT_HELP_INC_000138,Party Requirements,パーティーの結成
CLIENT_HELP_INC_000139,"To make a party, at least 2 people are needed. There are no job or level requirements to create normal party.",パーティーは最小2名のキャラクターで結成が可能で、相手を右クリックして表示されるメニューから「パーティーに招待」を選択して結成できます。最大8名までパーティーに参加でき、職業やレベルの制限はありません。
CLIENT_HELP_INC_000140,Inviting members to a Party,パーティーに招待
CLIENT_HELP_INC_000141,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".",パーティーへ招待するには、招待したい相手に「Alt+マウスの左クリック」か、「右クリック」すると出てくるウィンドウからパーティー招待することでできます。
CLIENT_HELP_INC_000142,Joining a Party,パーティーの加入
CLIENT_HELP_INC_000143,Select ACCEPT when you are invited to join a party.,パーティーの招待をされたら「はい」を押すと参加できます。
CLIENT_HELP_INC_000144,Leave a Party,パーティから脱退
CLIENT_HELP_INC_000145,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.",パーティーウィンドウの「脱退」ボタンをクリックすることでパーティから脱退できます。全員が脱退すると、自動的に解散します。
CLIENT_HELP_INC_000146,Removing a Party member,パーティーからメンバーを脱退させる
CLIENT_HELP_INC_000147,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.",パーティーリーダーがパーティーウィンドウからメンバーを選択し、「脱退」ボタンをクリックすることで該当のパーティメンバーを追放することができます。
CLIENT_HELP_INC_000148,Changing Party Leader,パーティーリーダーの変更
CLIENT_HELP_INC_000149,"To transfer leadership in a Basic Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.",ベーシックパーティーのリーダーがメンバーを選択して「リーダー変更」ボタンをクリックすると該当のプレイヤーがパーティーリーダーになります。リーダーがパーティーから脱退した場合は、リーダーの下に表示されているメンバーが新しいパーティーリーダーになります。
CLIENT_HELP_INC_000150,Become an Advanced Party,アドバンスパーティーの結成
CLIENT_HELP_INC_000151,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,ベーシックパーティーのレベルが10になると、パーティーメニューの「パーティー変更」ボタンからアドバンスパーティーに変更することができます。変更する際、パーティに名前をつけることができます。アドバンスパーティになると、パーティメニューの「スキル」タブが利用できるようになります。
CLIENT_HELP_INC_000152,Advanced Party System,アドバンスパーティー
CLIENT_HELP_INC_000153,Advanced Parties evolve from Basic Parties. They are very beneficial for groups attempting to conquer the most difficult tasks!,アドバンスパーティーは、ベーシックパーティーを進化させたものです。難易度の高い狩りやダンジョンに挑戦する時にはとても役立ちます。
CLIENT_HELP_INC_000154,Become an Advanced Party,アドバンスパーティーの結成
CLIENT_HELP_INC_000155,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,ベーシックパーティーのレベルが10になると、パーティーメニューの「パーティー変更」ボタンからアドバンスパーティーに変更することができます。変更する際、パーティに名前をつけることができます。アドバンスパーティになると、パーティメニューの「スキル」タブが利用できるようになります。
CLIENT_HELP_INC_000156,Inviting members to a Party,パーティーに招待
CLIENT_HELP_INC_000157,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".",パーティーへ招待するには、招待したい相手に「Alt+マウスの左クリック」か、「右クリック」すると出てくるウィンドウからパーティー招待することでできます。
CLIENT_HELP_INC_000158,Joining an advanced party.,アドバンスパーティーの加入
CLIENT_HELP_INC_000159,Select ACCEPT when you are invited to join a party.,パーティーの招待をされたら「はい」を押すと参加できます。
CLIENT_HELP_INC_000160,Party Exp and Skills,パーティー経験値とスキル
CLIENT_HELP_INC_000161,The Advanced Party will get stronger as your Party earns Exp which in turn gives the Party Points. These Party Points are then consumed to use Party Skills. The Party Skills and Points are different according to the level of the Party. Only the Party Leader can use the Party Skills.,アドバンスパーティーはベーシックパーティ同様、パーティー経験値の取得によって成長します。パーティーポイントはパーティースキル使用の際に消費されます。パーティーレベルによって使用できるスキル/ポイントが異なります。パーティースキルはリーダーのみが使用することができます。
CLIENT_HELP_INC_000162,Leave a Party,パーティから脱退
CLIENT_HELP_INC_000163,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.",パーティーウィンドウの「脱退」ボタンをクリックすることでパーティから脱退できます。全員が脱退すると、自動的に解散します。
CLIENT_HELP_INC_000164,Removing a Party member,パーティーからメンバーを脱退させる
CLIENT_HELP_INC_000165,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.",パーティーリーダーがパーティーウィンドウからメンバーを選択し、「脱退」ボタンをクリックすることで該当のパーティメンバーを追放することができます。
CLIENT_HELP_INC_000166,Changing Party Leader,パーティーリーダーの変更
CLIENT_HELP_INC_000167,"To transfer leadership in an Advanced Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.",アドバンスパーティーのリーダーがメンバーのキャラクター名を選択して変更ボタンをクリックすると、該当のキャラクターがリーダーになります。パーティーリーダーがパーティーから脱退した場合に、リーダーの次のメンバーが新しいリーダーになります。
CLIENT_HELP_INC_000168,,
CLIENT_HELP_INC_000169,,
CLIENT_HELP_INC_000170,Advanced Party Skills,アドバンスパーティーのスキル
CLIENT_HELP_INC_000171,Only the Advanced Party Leader can use the Advanced Party Skills. The Advanced Party Skills will be acquired as you reach a certain Party Level. Party Points are consumed to use Skills.,ベーシックパーティーのスキルは、アドバンスパーティーのリーダーのみ使用できます。アドバンスパーティーのスキルはアドバンスパーティーのレベルアップと共に習得でき、スキル使用時、パーティポイントが消費されます。
CLIENT_HELP_INC_000172,Call,コール
CLIENT_HELP_INC_000173,Informs all Party members of the location of the Party Leader. It does not consume any Party Points.,パーティーリーダーの居場所を全メンバーに知らせます。パーティースキルポイントは消費しません。
CLIENT_HELP_INC_000174,Blitz,ブリッジ
CLIENT_HELP_INC_000175,Party Leader orders Party members to attack a target. It does not consume any Party Points.,リーダーがターゲットにしている対象(キャラクター、モンスター)に集中攻撃！とのサインを知らせるスキルです。パーティーポイントは消費されません。
CLIENT_HELP_INC_000176,Retreat,リトリート
CLIENT_HELP_INC_000177,Party Leader orders all Party members to retreat. It does not consume any Party Points.,撤退だ！のサインを知らせるスキルです。パーティーポイントは消費されません。
CLIENT_HELP_INC_000179,,
CLIENT_HELP_INC_000180,Precision,スフィアサークル
CLIENT_HELP_INC_000181,"Use this ability to gain an almost guaranteed critical hit on your next attack. Available at party level 17, consumes 1 Party Point.",パーティーレベル17になると使用でき、一定時間の間、リーダーがターゲットを攻撃する際、メンバー数にあわせ、クリティカルの確率が増加するスキルです。パーティーポイントを1ポイント消費します。
CLIENT_HELP_INC_000182,Linked Attack,リンクアタック
CLIENT_HELP_INC_000183,"While the Party Leader is attacking a target, damage increase for all Party members attacking the same target. Available at party level 20, consumes 3 Party Points.",リーダーが攻撃しているターゲットと同じターゲットを攻撃するメンバー数に応じて、一定時間の間、直接攻撃ダメージを増加させるスキルです。パーティーレベル20で使用でき、パーティーポイントを3ポイント消費します。
CLIENT_HELP_INC_000184,Lucky Drop,フォーチュンサークル
CLIENT_HELP_INC_000185,"Increases the chance of Masquerpets dropping unique items. Available at party level 25, consumes 5 Party Points.",一定時間の間、モンスターからのドロップアイテム率が増加します。パーティーレベル25で使用でき、パーティーポイントを5ポイント消費します。
CLIENT_HELP_INC_000186,Resting,ストレッチング
CLIENT_HELP_INC_000187,"Party members recover 1.5 times faster. It the Party Leader is an Assist, Party members recover 1.8 times faster. Available at party level 30, consumes 2 Party Points.",一定時間の間、リーダーの周囲で座って休むと各キャラクターの回復の量が1.5倍になります。リーダーの職業がアシストだった場合は1.8倍になります。パーティーレベル30で使用でき、パーティーポイントを2ポイント消費します。
CLIENT_HELP_INC_000188,Gift Box,キフトボックス
CLIENT_HELP_INC_000189,"Increases the amount of items dropped by Masquerpets. Available at party level 40, consumes 8 Party Points.",一定時間の間、モンスターから獲得できるアイテムの数を増やします。パーティーレベル40で使用でき、パーティーポイントを8ポイント消費します。
CLIENT_HELP_INC_000190,Jobs and their Skills,職業別のスキル説明
CLIENT_HELP_INC_000191,This section details the various Jobs in Flyff and all of their corresponding skills. The Skill Menu can be pulled up by pressing the K Key.,Flyff Universeの世界で活躍する各職業の説明とスキルについて説明します。
CLIENT_HELP_INC_000192,Players will receive Skill Points as they Level up their characters.,スキルの成長
CLIENT_HELP_INC_000193,These Skill Points can then be assigned to various skills to increase the strength of that particular Skill.,SXP(スキル経験値）を通して獲得したスキルポイントを消費し、自分のスキルを成長させることが出来ます。
CLIENT_HELP_INC_000194,PH1,放浪者
CLIENT_HELP_INC_000195,Vagrants are the basic class everyone in Flyff starts with before they decide on their First Job Change. They use physical attacks and use melee weapons like swords and axes.,放浪者はキャラクターが転職する前の状態で、すべての職業の基本になり、剣(ソード)のような直接攻撃用武器が使用できます。
CLIENT_HELP_INC_000196,Clean Hit,クリーンヒット
CLIENT_HELP_INC_000197,"A powerful, downward strike. This skill is available at Level 3 and can be used with any Melee Weapon.",放浪者・レベル3から獲得できるステップ・スキルとして、剣、斧を使用し、強く振って被害を与えます。
CLIENT_HELP_INC_000198,Flurry,ブランディッシュ
CLIENT_HELP_INC_000199,A rapid stabbing attack that follows a Clean Hit in the Action Slot. This skill is available at Level 5 to Players who have at least 3 Skill Points in Clean Hit and can be used with any Melee Weapon.,放浪者・レベル5から獲得できるサークル・スキルとして剣、斧を使用して素早く刺すような攻撃をするスキルです。
CLIENT_HELP_INC_000200,Over Cutter,オーバーカッター
CLIENT_HELP_INC_000201,This attack gathers all of the power the vagrant has and unleashes it in a strong upwards finishing blow. Over Cutter completes the combo after Flurry in the Action Slot. This skill is available at Level 10 to Players who have at least 3 Skill Points in Flurry and can be used with any Melee Weapon.,放浪者・レベル10から獲得できるフィニッシュ・スキルとして力を集め、下から上に振るスキルです。
CLIENT_HELP_INC_000202,Mercenary,マーシナリー
CLIENT_HELP_INC_000203,"Mercenaries prefer to partake in close range combat. The main characteristics of this particular class involve physical strength, and a strong body that is able to withstand attacks.",近接戦闘 (相手に近寄って直接攻撃)を得意とする職業です。強靭な力を生かした、直接攻撃用武器の剣や斧を使用するスキルに優れている職業です。
CLIENT_HELP_INC_000204,"Powerful and headstrong, the mercenary has both inner and physical strength. Mercenaries will become either a Blade or a Knight.",マーシナリー。パワー！強情頑固！筋肉こそ全て！内面と強靭な肉体の両方の強さを兼ね備えた万能剣士。将来は二刀流ブレードか、両手剣ナイトとして活躍するだろう。
CLIENT_HELP_INC_000205,PH2,スプルマッシュ
CLIENT_HELP_INC_000206,"Strikes the enemy two times, in rapid succession. This skill is available at Level 15 and can be used with any Axe or Sword.",マーシナリー・ステップスキルで、剣や斧を使って2回連続で攻撃します。
CLIENT_HELP_INC_000207,PH3,キーンフィール
CLIENT_HELP_INC_000208,A continuous spinning attack. This skill is available at Level 18 to Players who have at least 4 Skill Points in Slash and can be used with any Axe or Sword.,マーシナリー・サークルスキルで、身体を回転させながら、相手を切り刻むように攻撃します。
CLIENT_HELP_INC_000209,PH4,ブラインドサイド
CLIENT_HELP_INC_000210,"A spinning, finishing move. This skill is available at Level 24 to Players who have at least 6 Skill Points in Keenwheel and can be used with any Axe or Sword.",マーシナリーのフィニッシュスキルで、敵の急所を狙って強烈な一撃を放ちます。
CLIENT_HELP_INC_000211,Special Hit,ライトチャージ
CLIENT_HELP_INC_000212,A single powerful strike. This skill is available at Level 30 to Players who have at least 8 Skill Points in Blindside and can be used with any Axe or Sword.,対象に強力な一撃を食らわせます。キャラレベル30以上、ブラインドサイドのスキルが8以上で習得できます。アックスとソードのどちらでも使用できます。
CLIENT_HELP_INC_000213,PH5,ブラッディストライク
CLIENT_HELP_INC_000214,Drains life from an enemy. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slash and can be used with any Axe or Sword.,敵からライフを吸い取る。このスキルは、レベル20でスラッシュのスキルポイントが3ポイント以上あるプレイヤーが利用でき、どの斧や剣でも使用できます。
CLIENT_HELP_INC_000215,Reflex Hit,リフレックスヒット
CLIENT_HELP_INC_000216,This Skill absorbs one attack and releases it back at an enemy. This skill is available at Level 25 to Players who have at least 8 Skill Points in Bloody Strike and can be used with any Axe or Sword.,このスキルは攻撃を1回吸収し、敵に放つ。このスキルは、ブラッディストライクでスキルポイントが8以上あるプレイヤーがレベル25で利用でき、どの斧や剣でも使用できます。
CLIENT_HELP_INC_000217,Guillotine,ソードスラッシュ
CLIENT_HELP_INC_000218,This attack begins from a short distance and then launches the player at the enemy in a fiery burst. This skill is available at Level 30 to Players who have at least 10 Skill Points in Reflex Hit and can be used with any Axe or Sword.,この攻撃は近距離から開始され、プレイヤーを敵に向かって発射します。このスキルは、レベル30でリフレックスヒットのスキルポイントが10以上あるプレイヤーが利用でき、どの斧や剣でも使用できます。
CLIENT_HELP_INC_000219,Protection,プロテクション
CLIENT_HELP_INC_000220,Increases the defense of a Shield against melee attacks. This skill is available at Level 15 and requires a shield.,近接攻撃に対するシールドの防御力が上昇する。このスキルはレベル15で利用可能で、シールドが必要です。
CLIENT_HELP_INC_000221,Pan Barrier,パンバリア
CLIENT_HELP_INC_000222,Increases the defense of a Shield against ranged attacks. This skill is available at Level 18 to Players who have at least 3 Skill Points in Protection and requires a shield.,長距離攻撃に対して盾で身を守ります。
CLIENT_HELP_INC_000223,Sneaker,スネーカー
CLIENT_HELP_INC_000224,Holds an enemy in place with a net. This skill is available at Level 20 to Players who have at least 10 Skill Points in Pan Barrier and can be used with any Axe or Sword.,強烈な殺気で対象を取り囲み、対象の動きをにぶらせます。
CLIENT_HELP_INC_000225,Empower Weapon,パワーウェポン
CLIENT_HELP_INC_000226,This Skill strengthens the elemental damage of a weapon. It is not applied if there is no elemental attack power on the weapon. This skill is available at Level 20 to Players who have at least 5 Skill Points in Protection and can be used with any Axe or Sword.,一定時間、武器に付与されている属性を高めることで、ダメージを増加させます。但し、武器に属性が付与されていない場合は使用できません。
CLIENT_HELP_INC_000227,Smite Axe,スマイトアックス
CLIENT_HELP_INC_000228,Increases the attack level of an Axe and gives additional defense. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Axe.,斧を装備している際に、一定時間、攻撃力と防御力が上昇します。
CLIENT_HELP_INC_000229,Axe Mastery,アックスマスタリー
CLIENT_HELP_INC_000230,Increases the attack level of an Axe. This skill is available at Level 30 to Players who have at least 9 Skill Points in Smite Axe and can be used with any Axe.,斧の熟練度を上昇させ、斧を装備した際の攻撃力をアップさせます。
CLIENT_HELP_INC_000231,Blazing Sword,ブレイジングソード
CLIENT_HELP_INC_000232,Increases the attack level and accuracy of a Sword. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Sword.,剣を装備している際に、一定時間、攻撃力が上昇します
CLIENT_HELP_INC_000233,Sword Mastery,ソードマスタリー
CLIENT_HELP_INC_000234,Increases the attack level of a Sword. This skill is available at Level 30 to Players who have at least 9 Skill Points in Blazing Sword and can be used with any Sword.,剣の熟練度を上昇させ、剣を装備した際の攻撃力をアップさせます。
CLIENT_HELP_INC_000235,Acrobat,アクロベット
CLIENT_HELP_INC_000236,"Acrobats mainly wield long distance weapons such as Bows or Yo-Yos. Using tactics based on speed and accuracy, they are usually able to break anyone willing enough to fight them. Sly and witty, the acrobat is a cunning trickster.",中距離武器であるヨーヨーと遠距離武器である弓を使って、素早い攻撃を主に、戦闘するキャラクターです。
CLIENT_HELP_INC_000237,"An Acrobat will use MP for Bow Skills and FP for Yo-Yo skills. For universal skills like Dark Illusion, Acrobats use FP. Acrobats will become either a Jester or a Ranger.",アクロバット。弓スキルにMP、ヨーヨースキルにはFPを使用します。敵の視界から瞬時に消え身を隠すスキル、ダークイリューション（FP使用）を習得できる。将来は森の守護者レンジャーか、曲芸師ジェスターとなるだろう。
CLIENT_HELP_INC_000238,Pulling,ﾖｰﾖｰﾏｽﾀﾘｰ
CLIENT_HELP_INC_000239,Pulls a target towards the player. This skill is available at Level 15 to Players and can be used with any Yo-Yo.,ヨーヨーの熟練度を上げる技術として、攻撃力が増加します。
CLIENT_HELP_INC_000240,Fast Walker,ﾎﾞｳﾏｽﾀﾘｰ
CLIENT_HELP_INC_000241,Increases the walking speed of the user for a limited time. This skill is available at Level 18 to Players who have at least 3 Skill Points in Pulling and can be used with any Bow or Yo-Yo.,弓の技術熟練度を上げる技術として、攻撃力が増加します。
CLIENT_HELP_INC_000242,Dark Illusion,ﾀﾞｰｸｲﾘｭｰｼﾞｮﾝ
CLIENT_HELP_INC_000243,Turn a character invisible for a short time. This skill is available at Level 30 to Players who have at least 6 Skill Points in Fast Walker and can be used with any Bow or Yo-Yo.,自分の残像を出現させつつ、自らは闇へ姿を隠します。
CLIENT_HELP_INC_000244,Perfect Block,ｼﾞｬﾝｸｱﾛｰ
CLIENT_HELP_INC_000245,Block rate will be increased. This skill is available at Level 45 to Players who have at least 8 Skill Points in Dark Illusion and can be used with any Bow or Yo-Yo.,命中率は高くないが、複数の矢をランダムに射る。矢の数はスキルレベルによって異なります。
CLIENT_HELP_INC_000246,Slow Step,ﾌｧ-ｽﾄｳｫｰｶｰ
CLIENT_HELP_INC_000247,You have a chance to decrease the moving speed of enemy. This skill is available at Level 15 and can be used with any Yo-Yo.,一定時間、移動速度を高めます
CLIENT_HELP_INC_000248,Yo-Yo Mastery,ヨーヨーマスタリー
CLIENT_HELP_INC_000249,Increases Yo-Yo damage. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slow Step and can be used with any Yo-Yo.,一定確率で、2倍のダメージ効果のある精密な弓を放ちます
CLIENT_HELP_INC_000250,Snatch,ｽﾛｰｽﾃｯﾌﾟ
CLIENT_HELP_INC_000251,Steals Penya from the target; can only be used while in Dark Illusion from behind target. This skill is available at Level 35 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo.,ヨーヨーのスキルで、打撃すると、一定確率で相手の移動速度を減少させます。
CLIENT_HELP_INC_000252,Deadly Swing,ｻｲﾚﾝﾄｼｮｯﾄ
CLIENT_HELP_INC_000253,A critical attack that has a chance to cause the enemy to bleed. This skill is available at Level 50 to Players who have at least 10 Skill Points in Snatch and can be used with any Yo-Yo.,速い速度で弓を発射するスキルで、ダークイリュージョンの状態で使うとダメージが増幅されます。
CLIENT_HELP_INC_000254,Cross Line,ﾊﾟｰﾌｪｸﾄﾌﾞﾛｯｸ
CLIENT_HELP_INC_000255,Gather energy into your Yo-Yo in order to strike an enemy with a powerful attack that has the chance to stun your target. This skill is available at Level 30 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo. .,ブロック率が上昇します。
CLIENT_HELP_INC_000256,Counterattack,ｱﾛｰﾚｲﾝ
CLIENT_HELP_INC_000257,Evade the enemy's next attack and strike back with an attack of your own. This skill is available at Level 40 to Players who have at least 10 Skill Points in Cross Line and can be used with any Yo-Yo.,空に向け何本もの矢を打ち上げ、対象の頭上に矢の雨を降らせるスキルです。
CLIENT_HELP_INC_000258,Junk Arrow,ｸﾛｽﾗｲﾝ
CLIENT_HELP_INC_000259,This skill shoots four arrows very quickly but with reduced accuracy. This skill is available at Level 15 and can be used with any Bow.,ヨーヨーに気を込め、その気を爆発させながら攻撃します。
CLIENT_HELP_INC_000260,Bow Mastery,ｵｰﾄｼｮｯﾄ
CLIENT_HELP_INC_000261,Increases Bow damage. This skill is available at Level 20 to Players who have at least 5 Skill Points in Junk Arrow and can be used with any Bow.,呪力を込めた矢を射ます。
CLIENT_HELP_INC_000262,Silent Shot,ｽﾆｯﾁ
CLIENT_HELP_INC_000263,Delivers a powerful sneak attack to the target if you are in Dark Illusion. This skill is available at Level 30 to Players who have at least 4 Skill Points in Bow Mastery and can be used with any Bow.,ダークイリュージョンの状態で可能なスキルで、一定確率でぺニャをスチールしながら、強力なダメージを与えます。対象の背後でしか出来ません。
CLIENT_HELP_INC_000264,Auto Shot,ｶｳﾝﾀｰｱﾀｯｸ
CLIENT_HELP_INC_000265,Attacks four times in succession without missing. Each hit is slightly less damaging than a hit from Junk Arrow. This skill is available at Level 45 to Players who have at least 9 Skill Points in Silent Shot and can be used with any Bow.,敵の攻撃を一回避けながらカウンターで攻撃を行うスキルです。
CLIENT_HELP_INC_000266,Aimed Shot,エイムドショット
CLIENT_HELP_INC_000267,A carefully aimed shot that has a chance to deal double damage to the target. This skill is available at Level 35 to Players who have at least 5 Skill Points in Bow Mastery and can be used with any Bow.,敵の急所に攻撃を行い、一定確率でターゲットに2倍のダメージを与えます。レベル35以上でボウマスタリーのスキルレベルが5以上の場合に習得できます。
CLIENT_HELP_INC_000268,Arrow Rain,ﾌﾟｰﾘﾝｸﾞ
CLIENT_HELP_INC_000269,A rain of arrows that will fall on all enemies in a wide circle around your target. This skill is available at Level 50 to Players who have at least 5 Skill Points in Aimed Shot and can be used with any Bow.,ターゲット中心として広範囲で矢の雨を降らせます。レベル50以上でエイムドショットのスキルレベルが5以上で習得できるスキルです。
CLIENT_HELP_INC_000270,Assist,アシスト
CLIENT_HELP_INC_000271,"The Assist is the priest or medic of Flyff. The two primary builds for this job are a Full Support healer or a Buff Warrior. Both have the same skills to chose from. Where the Healer will need a partner to level, the Warrior can self-buff and fight alone.",他のキャラクターを補助（バフ）するスキルを得意とした職業です。スティックという武器を使って、ヒーリング系など、多彩な補助スキルで支援をしたり、ナックルという武器を装備して攻撃スキルで直接戦闘をすることも可能です。
CLIENT_HELP_INC_000272,The Assist may chose from Ringmaster or Billposter when the times comes to progress into a second Job.,アシストは、プレイヤーへ補助スキルでサポートしたり、ナックルで範囲攻撃も可能になるサポーターとアタッカーの両面を兼ね備えた職業です。将来は司祭リングマスターか、拳聖ビルポスターとなるだろう。
CLIENT_HELP_INC_000273,Heal,ヒール
CLIENT_HELP_INC_000274,"Primary healing spell, which recovers a portion of the target's HP. This skill is available at Level 15 and can be used with any Stick.",対象のHP（生命力）を回復させます。
CLIENT_HELP_INC_000275,Patience,ペイシェンス
CLIENT_HELP_INC_000276,Increases the target’s maximum HP. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,一定時間、対象の最大ＨＰ量を増加させます。
CLIENT_HELP_INC_000277,Resurrection,リザレクション
CLIENT_HELP_INC_000278,"Revives a dead Player, but only grants a portion of their HP. This skill is available at Level 20 to Players who have at least 4 Skill Points in Patience and can be used with any Stick.",死んでしまったキャクターを復活させます。
CLIENT_HELP_INC_000279,Circle Healing,サークルヒーリング
CLIENT_HELP_INC_000280,Heals Party Members within a specified range of yourself. This skill is available at Level 25 to Players who have at least 4 Skill Points in Resurrection and can be used with any Stick.,周囲のパーティメンバーのHPを同時に回復させます。レベル25以上でリザレクションのスキルレベル4以上が必要です。どのスティックでも使用できます。
CLIENT_HELP_INC_000281,Prevention,プリベンション
CLIENT_HELP_INC_000282,This spell will automatically recover all of your HP if you drop below 10% HP. This skill is available at Level 30 to Players who have at least 4 Skill Points in Circle Healing and can be used with any Stick.,この呪文は、HPが10%を下回ると、自動的にすべてのHPを回復します。このスキルは、サークルヒーリングで少なくとも4スキルポイントを持っているプレイヤーがレベル30で利用でき、どのスティックでも使用できます。
CLIENT_HELP_INC_000283,Quick Step,クイックステップ
CLIENT_HELP_INC_000284,"Increases the target’s walking speed. The higher the level, the faster the target walks. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.",一定時間、対象の移動速度を上昇させます。
CLIENT_HELP_INC_000285,Haste,ヘイスト
CLIENT_HELP_INC_000286,Increases the attack speed of a target Player. This skill is available at Level 25 to Players who have at least 3 Skill Points in Quick Step and can be used with any Stick.,一定時間、対象の攻撃速度を上昇させます。
CLIENT_HELP_INC_000287,Cat's Reflex,キャッツリフレックス
CLIENT_HELP_INC_000288,Increases the Evasion rate of a target Player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Haste and can be used with any Stick.,ターゲットプレイヤーの回避率が上昇する。このスキルはレベル30でヘイストで4スキルポイント以上を持っているプレイヤーが利用でき、どのスティックでも使用できます。
CLIENT_HELP_INC_000289,Cannon Ball,キャノンボール
CLIENT_HELP_INC_000290,Increases the DEX of a target Player. This skill is available at Level 35 to Players who have at least 4 Skill Points in Cat's Reflex and can be used with any Stick.,対象プレイヤーのDEXを上昇させる。このスキルは、レベル35でキャッツリフレックスで4つ以上のスキルポイントを持っているプレイヤーが利用でき、どのスティックでも使用できます。
CLIENT_HELP_INC_000291,Mental Sign,メンタルサイン
CLIENT_HELP_INC_000292,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,対象プレイヤーのINTを上昇させる。このスキルはレベル18で、ヒールのスキルポイントが3以上あるプレイヤーが利用でき、どのスティックでも使用できます。
CLIENT_HELP_INC_000293,Heap Up,ヒップアップ
CLIENT_HELP_INC_000294,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.,一定時間、対象の持久力を高め、体力（Ｓｔａ）を上昇させます。
CLIENT_HELP_INC_000295,Beef Up,マッスルパワー
CLIENT_HELP_INC_000296,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.,一定時間、対象の筋力を増加させ、力(Str)を上昇させます。
CLIENT_HELP_INC_000297,Accuracy,アキュラシー
CLIENT_HELP_INC_000298,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.,ターゲットプレイヤーの命中率が上昇する。このスキルは、ビーフアップでスキルポイントが4以上あるプレイヤーがレベル30で利用でき、どのスティックでも使用できます。
CLIENT_HELP_INC_000299,Temping Hole,タンピングホール
CLIENT_HELP_INC_000300,"A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle.",ナックルに込めた精神力を爆発させて、強力な一撃を敵に叩き込みます。
CLIENT_HELP_INC_000301,Stone Hand,スタンハンド
CLIENT_HELP_INC_000302,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.,物理攻撃は一定確率でターゲットを気絶させます。このスキルは、テンピングホールで少なくとも4スキルポイントを持っているプレイヤーがレベル25で利用でき、どのナックルでも使用できます。
CLIENT_HELP_INC_000303,Burst Crack,バーストクラック
CLIENT_HELP_INC_000304,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.,ナックルハンマーを利用するスキルで、拳を地面に叩きつけ、その衝撃で自分の近くにいる敵にダメージを与えます。
CLIENT_HELP_INC_000305,Power Fist,パワーフィスト
CLIENT_HELP_INC_000306,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.,ナックルにかかる力を増大させ、敵に強力な攻撃を行います。
CLIENT_HELP_INC_000307,Magician,マジシャン
