Key,English,Vietnamese
CLIENT_HELP_INC_000103,This selection includes the Helper Tree you are currently looking at. There are numerous topics here that are described in detail to help give you a better understanding of the game.,Lựa chọn này bao gồm Cây trợ giúp mà bạn hiện đang xem. Có rất nhiều chủ đề ở đây được mô tả chi tiết để giúp bạn hiểu rõ hơn về trò chơi.
CLIENT_HELP_INC_000104,Tips,Lời gợi ý
CLIENT_HELP_INC_000105,This selection contains tips that help with game play and other things that are easily overlooked.,Lựa chọn này chứa các mẹo giúp chơi trò chơi và những thứ khác dễ bị bỏ qua.
CLIENT_HELP_INC_000106,FAQ,Câu hỏi thường gặp
CLIENT_HELP_INC_000107,This is the FAQ window. When you have questions you should start here as there are numerous answers to various questions.,"Đây là cửa sổ Câu hỏi thường gặp. Khi bạn có câu hỏi, bạn nên bắt đầu ở đây vì có rất nhiều câu trả lời cho các câu hỏi khác nhau."
CLIENT_HELP_INC_000108,Information Tab,Thẻ thông tin
CLIENT_HELP_INC_000109,This tab will give you access to the In-Game notice. Various information and major news will be listed here from time to time. This notice is also displayed by default when the game launches.,Thẻ này sẽ cung cấp cho bạn quyền truy cập vào thông báo trong trò chơi. Thông tin khác và tin tức chính sẽ được liệt kê ở đây theo thời gian. Thông báo này cũng được hiển thị theo mặc định khi trò chơi khởi chạy.
CLIENT_HELP_INC_000110,Revive Menu,Menu hồi sinh
CLIENT_HELP_INC_000111,"This window opens when your HP reaches 0. There are three options, 'Lodestar' which allows you to revive from the nearest town. If you have a 'Scroll of Resurrection' you can revive from the spot with the 'Original Place' option. You can also visit the Cash item shop through this menu.","Cửa sổ này mở ra khi HP của bạn về 0. Có ba tùy chọn, 'Sao bắc cực' cho phép bạn hồi sinh từ thị trấn gần nhất. Nếu bạn có 'Cuộn sách hồi sinh', bạn có thể hồi sinh từ chỗ bằng tùy chọn 'Vị trí ban đầu'. Bạn cũng có thể ghé thăm cửa hàng vật phẩm Tiền mặt thông qua menu này."
CLIENT_HELP_INC_000112,Trade Menu,Menu giao dịch
CLIENT_HELP_INC_000113,"If you either initiate a Trade or Accept another players Trade Request, you will be presented with this menu. From here you can trade Penya and other various items. The trade will have to be confirmed before it is completed.","Nếu bạn bắt đầu Giao dịch hoặc Chấp nhận Yêu cầu Giao dịch của người chơi khác, bạn sẽ thấy menu này. Từ đây bạn có thể giao dịch tiền Penya và các vật phẩm khác nhau. Giao dịch sẽ phải được xác nhận trước khi hoàn thành."
CLIENT_HELP_INC_000114,Bank Menu,Menu ngân hàng
CLIENT_HELP_INC_000115,This Menu will allow you to store various items and Penya without taking up space in your inventory. You can access your bank from the [Public Office] NPC in each major city.,Menu này sẽ cho phép bạn lưu trữ các vật phẩm khác nhau và tiền Penya mà không chiếm dung không gian trong kho của bạn. Bạn có thể truy cập ngân hàng của mình từ NPC [Văn phòng Công cộng] ở mỗi thành phố lớn.
CLIENT_HELP_INC_000116,Task Bar,Thanh tác vụ
CLIENT_HELP_INC_000117,"This section refers to the bar that runs along the bottom of your screen. It houses your Start Menu, System Slots, and Quick Action Slots.","Phần này đề cập đến thanh chạy dọc theo cuối màn hình của bạn. Nó chứa Start Menu, System Slots và Quick Action Slots."
CLIENT_HELP_INC_000118,Start Menu,Menu bắt đầu
CLIENT_HELP_INC_000119,This Menu allows the user to access all of the game options and various game play functions. Many of the Hot Keyed Menus can be accessed through the Start Menu.,Menu này cho phép người dùng truy cập tất cả các tùy chọn trò chơi và các chức năng chơi trò chơi khác nhau. Nhiều Menu có phím nóng có thể được truy cập thông qua Menu Bắt đầu.
CLIENT_HELP_INC_000120,System Slots,Vị trí hệ thống
CLIENT_HELP_INC_000121,"This refers to the slots to the right of the Start Menu. These slots are used so that users can quickly access skills, save text strings, or other various tasks they want to repeat.","Điều này đề cập đến các vị trí ở bên phải của Menu bắt đầu. Các vị trí này được sử dụng để người dùng có thể nhanh chóng truy cập các kỹ năng, lưu chuỗi văn bản hoặc các tác vụ khác nhau mà họ muốn lặp lại."
CLIENT_HELP_INC_000122,Hot Keys,Phím nóng
CLIENT_HELP_INC_000123,This refers to the nine slots in the middle of the bottom bar labeled F1-F9. These slots are linked to the corresponding Function keys and can be triggered accordingly. Reserve these for your most important funtions!,Điều này đề cập đến chín vị trí ở giữa thanh dưới cùng có nhãn F1-F9. Các vị trí này được liên kết với các phím Chức năng tương ứng và có thể được kích hoạt tương ứng. Hãy dành những thứ này cho những hành động quan trọng nhất của bạn!
CLIENT_HELP_INC_000124,Action Slot,Vị trí hành động
CLIENT_HELP_INC_000125,The Action Slot is located in the lower right corner of the screen.,Vị trí hành động nằm ở góc dưới bên phải của màn hình.
CLIENT_HELP_INC_000126,What is the Action Slot,Vị trí hành động là gì
CLIENT_HELP_INC_000127,The Action Slot allows you to trigger a pre-determined set of skills. You can place skills in the Action Slot from the Skills Menu.,Vị trí hành động cho phép bạn kích hoạt một bộ kỹ năng được xác định trước. Bạn có thể đặt các kỹ năng trong vị trí hành động từ Menu Kỹ năng.
CLIENT_HELP_INC_000128,Using the Action Slot,Sử dụng vị trí hành động
CLIENT_HELP_INC_000129,"To actually use the Action Slot you will need to select a target and press ""C"". This can be done repeatedly.","Để thực sự sử dụng Vị trí hành động, bạn sẽ cần chọn mục tiêu và nhấn ""C"". Điều này có thể được thực hiện nhiều lần."
CLIENT_HELP_INC_000130,Order of the Action Slot,Thứ tự của vị trí hành động
CLIENT_HELP_INC_000131,Skills can be used in a succession as long as you follow the order of the different types of skills. The order is; Step > Circle > Finish. You can only use the action icons if the skills are in order.,Các kỹ năng có thể được sử dụng liên tiếp miễn là bạn tuân theo thứ tự của các loại kỹ năng khác nhau. Thứ tự là; Bước> Vòng tròn> Kết thúc. Bạn chỉ có thể sử dụng các biểu tượng hành động nếu các kỹ năng theo thứ tự.
CLIENT_HELP_INC_000132,Action Slot Cooldown,Thời gian hồi của vị trí hành động
CLIENT_HELP_INC_000133,There is a Cooldown for the Action Slot. As you cast you will notice a shadow the will begin covering the Action Slot. You will not be able to uses Skills that are covered in shadow. Simply wait and the shadow will vanish.,"Có thời gian hồi chiêu cho vị trí hành động. Khi bạn sử dụng tuyệt chiêu, bạn sẽ nhận thấy một cái bóng sẽ bắt đầu bao phủ vị trí hành động. Bạn sẽ không thể sử dụng Kỹ năng bị bao phủ bởi bóng tối. Đơn giản chỉ cần chờ đợi và bóng tối sẽ biến mất."
CLIENT_HELP_INC_000134,Community,Cộng đồng
CLIENT_HELP_INC_000135,In order to make Flyff more social and entertaining we encourage users to band together. There is both an intricate Party System and a Guild System.,"Để làm cho Flyff trở nên mang tính xã hội và giải trí hơn, chúng tôi khuyến khích người dùng kết hợp với nhau. Có cả Hệ thống nhóm và Hệ thống Bang hội phức tạp."
CLIENT_HELP_INC_000136,Basic Party System,Hệ thống nhóm cơ bản
CLIENT_HELP_INC_000137,"Parties are used to help benefit users who band together for a short time. There are numerous benefits to joining a Party as opposed to playing alone. The Party Menu can be accessed by pressing ""P"".","Các nhóm được sử dụng để giúp mang lại lợi ích cho những người chơi kết hợp với nhau trong một thời gian ngắn. Có rất nhiều lợi ích khi tham gia một nhóm thay vì chơi một mình. Có thể truy cập Menu Nhóm bằng cách nhấn ""P""."
CLIENT_HELP_INC_000138,Party Requirements,Những yêu cầu khi tham gia nhóm
CLIENT_HELP_INC_000139,"To make a party, at least 2 people are needed. There are no job or level requirements to create normal party.","Để tạo ra 1 nhóm, cần ít nhất 2 người. Không có yêu cầu về công việc hoặc cấp độ để tạo 1 nhóm bình thường."
CLIENT_HELP_INC_000140,Inviting members to a Party,Mời thành viên vào nhóm
CLIENT_HELP_INC_000141,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".","Để mời một người chơi, hãy giữ phím ALT và nhấp chuột trái vào người chơi hoặc chỉ cần nhấp chuột phải vào người chơi. Sau khi truy cập Menu Người chơi, chỉ cần chọn ""Mời tham gia nhóm""."
CLIENT_HELP_INC_000142,Joining a Party,Tham gia vào nhóm
CLIENT_HELP_INC_000143,Select ACCEPT when you are invited to join a party.,Chọn CHẤP NHẬN khi bạn được mời vào nhóm
CLIENT_HELP_INC_000144,Leave a Party,Rời khỏi nhóm
CLIENT_HELP_INC_000145,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.","Để rời khỏi nhóm, hãy mở Menu Nhóm và nhấp vào nút RỜI KHỎI. Một Nhóm sẽ tự động bị giải tán nếu tất cả mọi người rời khỏi Nhóm."
CLIENT_HELP_INC_000146,Removing a Party member,Xóa bỏ thành viên ra khỏi nhóm
CLIENT_HELP_INC_000147,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.","Chỉ có Trưởng nhóm mới có thể xóa thành viên ra khỏi nhóm. Để thực hiện việc này, bạn cần truy cập Menu Nhóm chọn thành viên cần xóa khỏi nhóm, sau đó nhấn nút Rời khỏi."
CLIENT_HELP_INC_000148,Changing Party Leader,Thay đổi Trưởng nhóm
CLIENT_HELP_INC_000149,"To transfer leadership in a Basic Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.","Để chuyển giao quyền lãnh đạo trong một Nhóm cơ bản, trưởng nhóm phải chọn một thành viên và nhấp vào nút Chuyển giao. Trong trường hợp Trưởng nhóm rời Nhóm, thì thành viên được đặt bên cạnh Trưởng nhóm trở thành Trưởng nhóm mới."
CLIENT_HELP_INC_000150,Become an Advanced Party,Trở thành 1 nhóm cao cấp
CLIENT_HELP_INC_000151,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,"Khi cấp độ của một Nhóm cơ bản đạt đến 10 thì có thể thay đổi thành một Nhóm cao cấp. Chỉ cần chọn nút Thay đổi trên Menu Nhóm. Sau khi Nhóm của bạn chuyển thành Nhóm cao cấp, bạn sẽ có thể đặt tên cho Nhóm của mình. Sau khi có Nhóm cao cấp, bạn có thể bắt đầu tận dụng Thẻ Kỹ năng bên trong Menu Nhóm."
CLIENT_HELP_INC_000152,Advanced Party System,Hệ thống Nhóm cao cấp
CLIENT_HELP_INC_000153,Advanced Parties evolve from Basic Parties. They are very beneficial for groups attempting to conquer the most difficult tasks!,Các Nhóm cao cấp phát triển từ các Nhóm cơ bản. Chúng rất có lợi cho các nhóm đang cố gắng chinh phục những nhiệm vụ khó khăn nhất!
CLIENT_HELP_INC_000154,Become an Advanced Party,Trở thành 1 nhóm cao cấp
CLIENT_HELP_INC_000155,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,"Khi cấp độ của một Nhóm cơ bản đạt đến 10 thì có thể thay đổi thành một Nhóm cao cấp. Chỉ cần chọn nút Thay đổi trên Menu Nhóm. Sau khi Nhóm của bạn chuyển thành Nhóm cao cấp, bạn sẽ có thể đặt tên cho Nhóm của mình. Sau khi có Nhóm cao cấp, bạn có thể bắt đầu tận dụng Thẻ Kỹ năng bên trong Menu Nhóm."
CLIENT_HELP_INC_000156,Inviting members to a Party,Mời thành viên vào nhóm
CLIENT_HELP_INC_000157,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".","Để mời một người chơi, hãy giữ phím ALT và nhấp chuột trái vào người chơi hoặc chỉ cần nhấp chuột phải vào người chơi. Sau khi truy cập Menu Người chơi, chỉ cần chọn ""Mời tham gia nhóm""."
CLIENT_HELP_INC_000158,Joining an advanced party.,Tham gia 1 nhóm cao cấp
CLIENT_HELP_INC_000159,Select ACCEPT when you are invited to join a party.,Chọn CHẤP NHẬN khi bạn được mời vào nhóm
CLIENT_HELP_INC_000160,Party Exp and Skills,Kinh nghiệm và kỹ năng của nhóm
CLIENT_HELP_INC_000161,The Advanced Party will get stronger as your Party earns Exp which in turn gives the Party Points. These Party Points are then consumed to use Party Skills. The Party Skills and Points are different according to the level of the Party. Only the Party Leader can use the Party Skills.,"Nhóm cao cấp sẽ mạnh hơn khi nhóm của bạn kiếm được Exp (điểm kinh nghiệm), từ đó mang lại Điểm Nhóm. Các Điểm Nhóm này sau đó sẽ được dùng để sử dụng Kỹ năng Nhóm. Các Kỹ năng và Điểm Nhóm khác nhau tùy theo cấp độ của Nhóm. Chỉ Trưởng nhóm mới có thể sử dụng Kỹ năng Nhóm."
CLIENT_HELP_INC_000162,Leave a Party,Rời khỏi nhóm
CLIENT_HELP_INC_000163,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.","Để rời khỏi nhóm, hãy mở Menu Nhóm và nhấp vào nút RỜI KHỎI. Một Nhóm sẽ tự động bị giải tán nếu tất cả mọi người rời khỏi Nhóm."
CLIENT_HELP_INC_000164,Removing a Party member,Xóa bỏ thành viên ra khỏi nhóm
CLIENT_HELP_INC_000165,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.","Chỉ có Trưởng nhóm mới có thể xóa thành viên ra khỏi nhóm. Để thực hiện việc này, bạn cần truy cập Menu Nhóm chọn thành viên cần xóa khỏi nhóm, sau đó nhấn nút Rời khỏi."
CLIENT_HELP_INC_000166,Changing Party Leader,Thay đổi Trưởng nhóm
CLIENT_HELP_INC_000167,"To transfer leadership in an Advanced Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.","Để chuyển giao quyền trưởng nhóm trong một Nhóm cao cấp, Trưởng nhóm phải chọn một thành viên và nhấp vào nút Chuyển giao. Trong trường hợp Trưởng nhóm rời khỏi nhóm, thì thành viên được đặt bên cạnh Trưởng nhóm trở thành Trưởng nhóm."
CLIENT_HELP_INC_000168,,
CLIENT_HELP_INC_000169,,
CLIENT_HELP_INC_000170,Advanced Party Skills,Kỹ năng của nhóm cao cấp
CLIENT_HELP_INC_000171,Only the Advanced Party Leader can use the Advanced Party Skills. The Advanced Party Skills will be acquired as you reach a certain Party Level. Party Points are consumed to use Skills.,Chỉ Trưởng nhóm cao cấp mới có thể sử dụng Kỹ năng Nhóm cao cấp. Kỹ năng Nhóm cao cấp sẽ có được khi bạn đạt đến Cấp độ nhóm nhất định. Điểm Nhóm được sử dụng để sử dụng Kỹ năng.
CLIENT_HELP_INC_000172,Call,Cuộc gọi
CLIENT_HELP_INC_000173,Informs all Party members of the location of the Party Leader. It does not consume any Party Points.,Thông báo cho tất cả các Thành viên biết vị trí của Trưởng nhóm. Điều này không tiêu tốn bất kỳ Điểm Nhóm nào.
CLIENT_HELP_INC_000174,Blitz,Tấn công nhanh
CLIENT_HELP_INC_000175,Party Leader orders Party members to attack a target. It does not consume any Party Points.,Trưởng nhóm ra lệnh cho các Thành viên tấn công một mục tiêu. Điều này không tiêu tốn bất kỳ Điểm Nhóm nào.
CLIENT_HELP_INC_000176,Retreat,Hiệu lệnh rút quân
CLIENT_HELP_INC_000177,Party Leader orders all Party members to retreat. It does not consume any Party Points.,Trưởng nhóm ra lệnh cho tất cả các thành viên rút lui. Điều này không tiêu tốn bất kỳ Điểm Nhóm nào.
CLIENT_HELP_INC_000179,,
CLIENT_HELP_INC_000180,Precision,Độ chính xác
CLIENT_HELP_INC_000181,"Use this ability to gain an almost guaranteed critical hit on your next attack. Available at party level 17, consumes 1 Party Point.","Sử dụng khả năng này để đạt được một đòn chí mạng gần như được đảm bảo trong cuộc tấn công tiếp theo của bạn. Có sẵn ở cấp độ nhóm 17, tiêu thụ 1 Điểm Nhóm."
CLIENT_HELP_INC_000182,Linked Attack,Hợp lực tấn công 
CLIENT_HELP_INC_000183,"While the Party Leader is attacking a target, damage increase for all Party members attacking the same target. Available at party level 20, consumes 3 Party Points.","Trong khi Trưởng nhóm đang tấn công một mục tiêu, thiệt hại tăng lên cho tất cả các Thành viên trong nhóm tấn công cùng một mục tiêu. Có sẵn ở cấp độ nhóm 20, tiêu thụ 3 Điểm Nhóm."
CLIENT_HELP_INC_000184,Lucky Drop,Vật phẩm may mắn rơi ra
CLIENT_HELP_INC_000185,"Increases the chance of Masquerpets dropping unique items. Available at party level 25, consumes 5 Party Points.","Tăng cơ hội rơi ra các vật phẩm độc nhất khi đánh Masquerpets. Có sẵn ở cấp độ nhóm 25, tiêu thụ 5 Điểm Nhóm."
CLIENT_HELP_INC_000186,Resting,Nghỉ ngơi
CLIENT_HELP_INC_000187,"Party members recover 1.5 times faster. It the Party Leader is an Assist, Party members recover 1.8 times faster. Available at party level 30, consumes 2 Party Points.","Thành viên phục hồi nhanh hơn 1,5 lần. Nếu Trưởng nhóm là người Hỗ trợ, thành viên phục hồi nhanh hơn 1,8 lần. Có sẵn ở cấp độ bên 30, tiêu tốn 2 Điểm Nhóm."
CLIENT_HELP_INC_000188,Gift Box,Hộp quà
CLIENT_HELP_INC_000189,"Increases the amount of items dropped by Masquerpets. Available at party level 40, consumes 8 Party Points.","Tăng số lượng vật phẩm rơi ra khi đánh quái Masquerpets. Có sẵn ở cấp độ bên 40, tiêu thụ 8 Điểm Nhóm."
CLIENT_HELP_INC_000190,Jobs and their Skills,Chức nghiệp và kỹ năng của từng chức nghiệp
CLIENT_HELP_INC_000191,This section details the various Jobs in Flyff and all of their corresponding skills. The Skill Menu can be pulled up by pressing the K Key.,Phần này trình bày chi tiết các Chức nghiệp khác nhau trong Flyff và tất cả các kỹ năng tương ứng của họ. Menu Kỹ năng có thể được kéo lên bằng cách nhấn phím K.
CLIENT_HELP_INC_000192,Players will receive Skill Points as they Level up their characters.,Người chơi sẽ nhận được Điểm Kỹ năng khi thăng cấp cho nhân vật của mình.
CLIENT_HELP_INC_000193,These Skill Points can then be assigned to various skills to increase the strength of that particular Skill.,Các Điểm Kỹ năng này sau đó có thể được gán cho các kỹ năng khác nhau để tăng sức mạnh của Kỹ năng cụ thể đó.
CLIENT_HELP_INC_000194,PH1,PH1
CLIENT_HELP_INC_000195,Vagrants are the basic class everyone in Flyff starts with before they decide on their First Job Change. They use physical attacks and use melee weapons like swords and axes.,Vagrant là lớp cơ bản mà mọi người trong Flyff bắt đầu trước khi họ quyết định Thay đổi Chức Nghiệp Đầu tiên của mình. Họ sử dụng các đòn tấn công vật lý và sử dụng vũ khí cận chiến như kiếm và rìu.
CLIENT_HELP_INC_000196,Clean Hit,Clean Hit
CLIENT_HELP_INC_000197,"A powerful, downward strike. This skill is available at Level 3 and can be used with any Melee Weapon.",Một đòn đánh xuống mạnh mẽ. Kỹ năng này có sẵn ở Cấp độ 3 và có thể được sử dụng với bất kỳ Vũ khí Cận chiến nào.
CLIENT_HELP_INC_000198,Flurry,Flurry
CLIENT_HELP_INC_000199,A rapid stabbing attack that follows a Clean Hit in the Action Slot. This skill is available at Level 5 to Players who have at least 3 Skill Points in Clean Hit and can be used with any Melee Weapon.,Tấn công bằng cách đâm nhanh sau một Clean hit trong Action Slot. Kỹ năng này có sẵn ở Cấp độ 5 cho Người chơi có ít nhất 3 Điểm kỹ năng trong Clean Hit và có thể được sử dụng với bất kỳ Vũ khí Cận chiến nào.
CLIENT_HELP_INC_000200,Over Cutter,Over Cutter
CLIENT_HELP_INC_000201,This attack gathers all of the power the vagrant has and unleashes it in a strong upwards finishing blow. Over Cutter completes the combo after Flurry in the Action Slot. This skill is available at Level 10 to Players who have at least 3 Skill Points in Flurry and can be used with any Melee Weapon.,Đòn tấn công này tập hợp tất cả sức mạnh mà Vagrant có và giải phóng nó bằng một đòn kết liễu mạnh mẽ hướng lên. Over Cutter hoàn thành combo sau khi Flurry trong Action Slot. Kỹ năng này có sẵn ở Cấp 10 cho Người chơi có ít nhất 3 Điểm kỹ năng trong Flurry và có thể được sử dụng với bất kỳ Vũ khí Cận chiến nào.
CLIENT_HELP_INC_000202,Mercenary,Mercenary
CLIENT_HELP_INC_000203,"Mercenaries prefer to partake in close range combat. The main characteristics of this particular class involve physical strength, and a strong body that is able to withstand attacks.",Mercenaries thích tham gia chiến đấu tầm gần. Các đặc điểm chính của Class đặc biệt này liên quan đến sức mạnh thể chất và một cơ thể mạnh mẽ có thể chống lại các cuộc tấn công
CLIENT_HELP_INC_000204,"Powerful and headstrong, the mercenary has both inner and physical strength. Mercenaries will become either a Blade or a Knight.","Mạnh mẽ và cứng cỏi, Mercenary có cả sức mạnh nội tâm và thể chất. Mercenary sẽ trở thành Blade hoặc Knight."
CLIENT_HELP_INC_000205,PH2,PH2
CLIENT_HELP_INC_000206,"Strikes the enemy two times, in rapid succession. This skill is available at Level 15 and can be used with any Axe or Sword.","Tấn công kẻ thù hai lần, liên tiếp nhanh chóng. Kỹ năng này có sẵn ở Cấp 15 và có thể được sử dụng với bất kỳ Rìu hoặc Kiếm nào."
CLIENT_HELP_INC_000207,PH3,PH3
CLIENT_HELP_INC_000208,A continuous spinning attack. This skill is available at Level 18 to Players who have at least 4 Skill Points in Slash and can be used with any Axe or Sword.,Một cuộc tấn công quay liên tục. Kỹ năng này có sẵn ở Cấp 18 cho Người chơi có ít nhất 4 Điểm kỹ năng trong Chém và có thể được sử dụng với bất kỳ Rìu hoặc Kiếm nào.
CLIENT_HELP_INC_000209,PH4,PH4
CLIENT_HELP_INC_000210,"A spinning, finishing move. This skill is available at Level 24 to Players who have at least 6 Skill Points in Keenwheel and can be used with any Axe or Sword.","Một động tác quay, kết thúc. Kỹ năng này có sẵn ở Cấp độ 24 cho Người chơi có ít nhất 6 Điểm kỹ năng trong Keenwheel và có thể được sử dụng với bất kỳ Rìu hoặc Kiếm nào."
CLIENT_HELP_INC_000211,Special Hit,Special Hit
CLIENT_HELP_INC_000212,A single powerful strike. This skill is available at Level 30 to Players who have at least 8 Skill Points in Blindside and can be used with any Axe or Sword.,Một đòn đánh mạnh mẽ duy nhất. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 8 Điểm kỹ năng trong Blindside và có thể được sử dụng với bất kỳ Rìu hoặc Kiếm nào.
CLIENT_HELP_INC_000213,PH5,PH5
CLIENT_HELP_INC_000214,Drains life from an enemy. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slash and can be used with any Axe or Sword.,Hút sinh mạng từ kẻ thù. Kỹ năng này có sẵn ở Cấp 20 cho những người chơi có ít nhất 3 Skill Points trong Slash và có thể được sử dụng với bất kỳ Axe hoặc Sword nào.
CLIENT_HELP_INC_000215,Reflex Hit,Reflex Hit
CLIENT_HELP_INC_000216,This Skill absorbs one attack and releases it back at an enemy. This skill is available at Level 25 to Players who have at least 8 Skill Points in Bloody Strike and can be used with any Axe or Sword.,Kỹ năng này hấp thụ một đòn tấn công và thả nó trở lại kẻ thù. Kỹ năng này có sẵn ở Cấp độ 25 cho những người chơi có ít nhất 8 Skill Points trong Bloody Strike và có thể được sử dụng với bất kỳ Axe hay Sword. nào.
CLIENT_HELP_INC_000217,Guillotine,Guillotine
CLIENT_HELP_INC_000218,This attack begins from a short distance and then launches the player at the enemy in a fiery burst. This skill is available at Level 30 to Players who have at least 10 Skill Points in Reflex Hit and can be used with any Axe or Sword.,Đòn tấn công này bắt đầu từ một khoảng cách ngắn và sau đó phóng người chơi vào kẻ thù trong một vụ nổ rực lửa. Kỹ năng này có sẵn ở Cấp độ 30 cho những người chơi có ít nhất 10 Điểm kỹ năng trong Reflex Hit và có thể được sử dụng với bất kỳ Axe hoặc Sword
CLIENT_HELP_INC_000219,Protection,Protection
CLIENT_HELP_INC_000220,Increases the defense of a Shield against melee attacks. This skill is available at Level 15 and requires a shield.,Tăng khả năng phòng thủ của Khiên chống lại các cuộc tấn công cận chiến. Kỹ năng này có sẵn ở Cấp 15 và yêu cầu phải có khiên.
CLIENT_HELP_INC_000221,Pan Barrier,Pan Barrier
CLIENT_HELP_INC_000222,Increases the defense of a Shield against ranged attacks. This skill is available at Level 18 to Players who have at least 3 Skill Points in Protection and requires a shield.,Tăng khả năng phòng thủ của Khiên chống lại các cuộc tấn công tầm xa. Kỹ năng này có sẵn ở Cấp 18 cho Người chơi có ít nhất 3 Điểm kỹ năng ở mức Protection và cần có khiên.
CLIENT_HELP_INC_000223,Sneaker,Sneaker
CLIENT_HELP_INC_000224,Holds an enemy in place with a net. This skill is available at Level 20 to Players who have at least 10 Skill Points in Pan Barrier and can be used with any Axe or Sword.,Giữ kẻ thù tại chỗ bằng lưới. Kỹ năng này có sẵn ở Cấp 20 cho Người chơi có ít nhất 10 Điểm kỹ năng trong Pan Barrier và có thể được sử dụng với bất kỳ Rìu hoặc Kiếm nào.
CLIENT_HELP_INC_000225,Empower Weapon,Empower Weapon
CLIENT_HELP_INC_000226,This Skill strengthens the elemental damage of a weapon. It is not applied if there is no elemental attack power on the weapon. This skill is available at Level 20 to Players who have at least 5 Skill Points in Protection and can be used with any Axe or Sword.,Kỹ năng này tăng cường sát thương nguyên tố của vũ khí. Kỹ năng này sẽ không được áp dụng nếu vũ khí không có sức mạnh tấn công nguyên tố. Kỹ năng này có sẵn ở Cấp 20 cho Người chơi có ít nhất 5 Điểm kỹ năng trong protection và có thể được sử dụng với bất kỳ Rìu hoặc Kiếm nào.
CLIENT_HELP_INC_000227,Smite Axe,Smite Axe
CLIENT_HELP_INC_000228,Increases the attack level of an Axe and gives additional defense. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Axe.,Tăng mức độ tấn công của Rìu và tăng thêm khả năng phòng thủ. Kỹ năng này có sẵn ở Cấp độ 25 cho Người chơi có ít nhất 4 Điểm kỹ năng trong Empower Weapon và có thể được sử dụng với bất kỳ Rìu nào.
CLIENT_HELP_INC_000229,Axe Mastery,Axe Mastery
CLIENT_HELP_INC_000230,Increases the attack level of an Axe. This skill is available at Level 30 to Players who have at least 9 Skill Points in Smite Axe and can be used with any Axe.,Tăng mức độ tấn công của Rìu. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 9 Điểm kỹ năng trong Smite Axe và có thể được sử dụng với bất kỳ Rìu nào.
CLIENT_HELP_INC_000231,Blazing Sword,Blazing Sword
CLIENT_HELP_INC_000232,Increases the attack level and accuracy of a Sword. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Sword.,Tăng mức độ tấn công và độ chính xác của Kiếm. Kỹ năng này có sẵn ở Cấp độ 25 cho Người chơi có ít nhất 4 Điểm kỹ năng trong Empower Weapon và có thể được sử dụng với bất kỳ Thanh kiếm nào.
CLIENT_HELP_INC_000233,Sword Mastery,Sword Mastery
CLIENT_HELP_INC_000234,Increases the attack level of a Sword. This skill is available at Level 30 to Players who have at least 9 Skill Points in Blazing Sword and can be used with any Sword.,Tăng mức độ tấn công của Kiếm. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 9 Điểm kỹ năng trong Blazing Sword và có thể được sử dụng với bất kỳ thanh kiếm nào.
CLIENT_HELP_INC_000235,Acrobat,Acrobat
CLIENT_HELP_INC_000236,"Acrobats mainly wield long distance weapons such as Bows or Yo-Yos. Using tactics based on speed and accuracy, they are usually able to break anyone willing enough to fight them. Sly and witty, the acrobat is a cunning trickster.","Acrobats chủ yếu sử dụng vũ khí tầm xa như Cung hoặc Yo-Yos. Sử dụng chiến thuật dựa trên tốc độ và độ chính xác, chúng thường có thể phá vỡ bất kỳ ai đủ sẵn sàng chiến đấu với chúng. Thông minh và hóm hỉnh, Acrobat là một kẻ xảo quyệt."
