Key,English,Traditional_Chinese
ACHIEVEMENT_KILL_STEELKNIGHT_LVL3,Steel Knight Slayer 3,鋼鐵騎士殺手 3
ACHIEVEMENT_KILL_STEELKNIGHT_LVL4,Steel Knight Slayer 4,鋼鐵騎士殺手 4
ACHIEVEMENT_KILL_STEELKNIGHT_LVL5,Steel Knight Hunter,鋼鐵騎士獵人
ACHIEVEMENT_KILL_ZOMBIGER_LVL1,Zombiger Slayer 1,腐屍礦工殺手 1
ACHIEVEMENT_KILL_ZOMBIGER_LVL2,Zombiger Slayer 2,腐屍礦工殺手 2
ACHIEVEMENT_KILL_ZOMBIGER_LVL3,Zombiger Slayer 3,腐屍礦工殺手 3
ACHIEVEMENT_KILL_ZOMBIGER_LVL4,Zombiger Slayer 4,腐屍礦工殺手 4
ACHIEVEMENT_KILL_ZOMBIGER_LVL5,Zombiger Hunter,腐屍礦工殺手 1
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL1,Nuttywheel Slayer 1,刀牙機械殺手 1
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL2,Nuttywheel Slayer 2,刀牙機械殺手 2
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL3,Nuttywheel Slayer 3,刀牙機械殺手 3
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL4,Nuttywheel Slayer 4,刀牙機械殺手 4
ACHIEVEMENT_KILL_NUTTYWHEEL_LVL5,Nuttywheel Hunter,刀牙機械獵人
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL1,Nuctuvehicle Slayer 1,礦車獸殺手 1
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL2,Nuctuvehicle Slayer 2,礦車獸殺手 2
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL3,Nuctuvehicle Slayer 3,礦車獸殺手 3
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL4,Nuctuvehicle Slayer 4,礦車獸殺手 4
ACHIEVEMENT_KILL_NUCTUVEHICLE_LVL5,Nuctuvehicle Hunter,輪椅獸獵人
ACHIEVEMENT_KILL_DRILLER_LVL1,Driller Slayer 1,暴鑽機械殺手 1
ACHIEVEMENT_KILL_DRILLER_LVL2,Driller Slayer 2,暴鑽機械殺手 2
ACHIEVEMENT_KILL_DRILLER_LVL3,Driller Slayer 3,暴鑽機械殺手 3
ACHIEVEMENT_KILL_DRILLER_LVL4,Driller Slayer 4,暴鑽機械殺手 4
ACHIEVEMENT_KILL_DRILLER_LVL5,Driller Hunter,暴鑽機械獵人
ACHIEVEMENT_KILL_RISEM_LVL1,Risem Slayer 1,石妖 殺手1
ACHIEVEMENT_KILL_RISEM_LVL2,Risem Slayer 2,石妖 殺手2
ACHIEVEMENT_KILL_RISEM_LVL3,Risem Slayer 3,石妖 殺手3
ACHIEVEMENT_KILL_RISEM_LVL4,Risem Slayer 4,石妖 殺手4
ACHIEVEMENT_KILL_RISEM_LVL5,Risem Hunter,妖獸獵人
ACHIEVEMENT_KILL_GRRR_LVL1,Grrr Slayer 1,咕噥殺手 1
ACHIEVEMENT_KILL_GRRR_LVL2,Grrr Slayer 2,咕噥殺手 2
ACHIEVEMENT_KILL_GRRR_LVL3,Grrr Slayer 3,咕噥殺手 3
ACHIEVEMENT_KILL_GRRR_LVL4,Grrr Slayer 4,咕噥殺手 4
ACHIEVEMENT_KILL_GRRR_LVL5,Grrr Hunter,咕噥獵人
ACHIEVEMENT_KILL_VOLT_LVL1,Volt Slayer 1,戰車機械殺手 1
ACHIEVEMENT_KILL_VOLT_LVL2,Volt Slayer 2,戰車機械殺手 2
ACHIEVEMENT_KILL_VOLT_LVL3,Volt Slayer 3,戰車機械殺手 3
ACHIEVEMENT_KILL_VOLT_LVL4,Volt Slayer 4,戰車機械殺手 4
ACHIEVEMENT_KILL_VOLT_LVL5,Volt Hunter,機械戰車獵人
ACHIEVEMENT_KILL_ELDERGUARD_LVL1,Elderguard Slayer 1,戰士機械殺手 1
ACHIEVEMENT_KILL_ELDERGUARD_LVL2,Elderguard Slayer 2,戰士機械殺手 2
ACHIEVEMENT_KILL_ELDERGUARD_LVL3,Elderguard Slayer 3,戰士機械殺手 3
ACHIEVEMENT_KILL_ELDERGUARD_LVL4,Elderguard Slayer 4,戰士機械殺手 4
ACHIEVEMENT_KILL_ELDERGUARD_LVL5,Elderguard Hunter,戰士機械獵人
ACHIEVEMENT_KILL_DUMP_LVL1,Dump Slayer 1,牛頭火燄車殺手 1
ACHIEVEMENT_KILL_DUMP_LVL2,Dump Slayer 2,牛頭火燄車殺手 2
ACHIEVEMENT_KILL_DUMP_LVL3,Dump Slayer 3,牛頭火燄車殺手 3
ACHIEVEMENT_KILL_DUMP_LVL4,Dump Slayer 4,牛頭火燄車殺手 4
ACHIEVEMENT_KILL_DUMP_LVL5,Dump Hunter,牛頭火燄車獵人
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL1,Garbagespider Slayer 1,清道夫機械殺手 1
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL2,Garbagespider Slayer 2,清道夫機械殺手 2
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL3,Garbagespider Slayer 3,清道夫機械殺手 3
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL4,Garbagespider Slayer 4,清道夫機械殺手 4
ACHIEVEMENT_KILL_GARBAGEPIDER_LVL5,Garbagespider Hunter,清掃夫機械獵人
ACHIEVEMENT_KILL_ZENMA_LVL1,Zenma Slayer 1,變異獨眼血蝙蝠殺手1
ACHIEVEMENT_KILL_ZENMA_LVL2,Zenma Slayer 2,變異獨眼血蝙蝠殺手2
ACHIEVEMENT_KILL_ZENMA_LVL3,Zenma Slayer 3,變異獨眼血蝙蝠殺手3
ACHIEVEMENT_KILL_ZENMA_LVL4,Zenma Slayer 4,變異獨眼血蝙蝠殺手4
ACHIEVEMENT_KILL_ZENMA_LVL5,Zenma Hunter,刃馬獵人
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL1,Crane Machinery Slayer 1,工程機械殺手 1
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL2,Crane Machinery Slayer 2,工程機械殺手 2
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL3,Crane Machinery Slayer 3,工程機械殺手 3
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL4,Crane Machinery Slayer 4,工程機械殺手 4
ACHIEVEMENT_KILL_CRANEMACHINERY_LVL5,Crane Machinery Hunter,工程機械獵人
ACHIEVEMENT_KILL_NAUTREPY_LVL1,Nautrepy Slayer 1,帥帥鼠殺手 1
ACHIEVEMENT_KILL_NAUTREPY_LVL2,Nautrepy Slayer 2,帥帥鼠殺手 2
ACHIEVEMENT_KILL_NAUTREPY_LVL3,Nautrepy Slayer 3,帥帥鼠殺手 3
ACHIEVEMENT_KILL_NAUTREPY_LVL4,Nautrepy Slayer 4,帥帥鼠殺手 4
ACHIEVEMENT_KILL_NAUTREPY_LVL5,Nautrepy Hunter,帥帥鼠獵人
ACHIEVEMENT_KILL_SYLIACA_LVL1,Syliaca Slayer 1,獅頭魚殺手 1
ACHIEVEMENT_KILL_SYLIACA_LVL2,Syliaca Slayer 2,獅頭魚殺手 2
ACHIEVEMENT_KILL_SYLIACA_LVL3,Syliaca Slayer 3,獅頭魚殺手 3
ACHIEVEMENT_KILL_SYLIACA_LVL4,Syliaca Slayer 4,獅頭魚殺手 4
ACHIEVEMENT_KILL_SYLIACA_LVL5,Syliaca Hunter,獅頭魚獵人
ACHIEVEMENT_KILL_GREEMONG_LVL1,Greemong Slayer 1,史萊膿殺手 1
ACHIEVEMENT_KILL_GREEMONG_LVL2,Greemong Slayer 2,史萊膿殺手 2
ACHIEVEMENT_KILL_GREEMONG_LVL3,Greemong Slayer 3,史萊膿殺手 3
ACHIEVEMENT_KILL_GREEMONG_LVL4,Greemong Slayer 4,史萊膿殺手 4
ACHIEVEMENT_KILL_GREEMONG_LVL5,Greemong Hunter,史萊膿獵人
ACHIEVEMENT_KILL_BOO_LVL1,Boo Slayer 1,兩棲毒花殺手 1
ACHIEVEMENT_KILL_BOO_LVL2,Boo Slayer 2,兩棲毒花殺手 2
ACHIEVEMENT_KILL_BOO_LVL3,Boo Slayer 3,兩棲毒花殺手 3
ACHIEVEMENT_KILL_BOO_LVL4,Boo Slayer 4,兩棲毒花殺手 4
ACHIEVEMENT_KILL_BOO_LVL5,Boo Hunter,兩棲毒花獵人
ACHIEVEMENT_KILL_CARRIERBOMB_LVL1,Carrierbomb Slayer 1,轟炸兵殺手 1
ACHIEVEMENT_KILL_CARRIERBOMB_LVL2,Carrierbomb Slayer 2,轟炸兵殺手 2
ACHIEVEMENT_KILL_CARRIERBOMB_LVL3,Carrierbomb Slayer 3,轟炸兵殺手 3
ACHIEVEMENT_KILL_CARRIERBOMB_LVL4,Carrierbomb Slayer 4,轟炸兵殺手 4
ACHIEVEMENT_KILL_CARRIERBOMB_LVL5,Carrierbomb Hunter,海三轟炸兵獵人
ACHIEVEMENT_KILL_LONGWANG_LVL1,Longwing Slayer 1,白色翅膀瑪庫斯殺手1
ACHIEVEMENT_KILL_LONGWANG_LVL2,Longwing Slayer 2,白色翅膀瑪庫斯殺手2
ACHIEVEMENT_KILL_LONGWANG_LVL3,Longwing Slayer 3,白色翅膀瑪庫斯殺手3
ACHIEVEMENT_KILL_LONGWANG_LVL4,Longwing Slayer 4,白色翅膀瑪庫斯殺手4
ACHIEVEMENT_KILL_LONGWANG_LVL5,Longwing Hunter,長翅獵人
ACHIEVEMENT_KILL_HOPPRE_LVL1,Hoppre Slayer 1,假面蝗蟲殺手1
ACHIEVEMENT_KILL_HOPPRE_LVL2,Hoppre Slayer 2,假面蝗蟲殺手2
ACHIEVEMENT_KILL_HOPPRE_LVL3,Hoppre Slayer 3,假面蝗蟲殺手3
ACHIEVEMENT_KILL_HOPPRE_LVL4,Hoppre Slayer 4,假面蝗蟲殺手4
ACHIEVEMENT_KILL_HOPPRE_LVL5,Hoppre Hunter,假面蝗蟲獵人
ACHIEVEMENT_KILL_MUSHPOIE_LVL1,Mushpoie Slayer 1,魔人菇菇殺手 1
ACHIEVEMENT_KILL_MUSHPOIE_LVL2,Mushpoie Slayer 2,魔人菇菇殺手 2
ACHIEVEMENT_KILL_MUSHPOIE_LVL3,Mushpoie Slayer 3,魔人菇菇殺手 3
ACHIEVEMENT_KILL_MUSHPOIE_LVL4,Mushpoie Slayer 4,魔人菇菇殺手 4
ACHIEVEMENT_KILL_MUSHPOIE_LVL5,Mushpoie Hunter,魔人菇菇獵人
ACHIEVEMENT_KILL_IREN_LVL1,Iren Slayer 1,刀尾蚊殺手 1
ACHIEVEMENT_KILL_IREN_LVL2,Iren Slayer 2,刀尾蚊殺手 2
ACHIEVEMENT_KILL_IREN_LVL3,Iren Slayer 3,刀尾蚊殺手 3
ACHIEVEMENT_KILL_IREN_LVL4,Iren Slayer 4,刀尾蚊殺手 4
ACHIEVEMENT_KILL_IREN_LVL5,Iren Hunter,刀尾蚊獵人
ACHIEVEMENT_KILL_WATANGKA_LVL1,Watangka Slayer 1,哇噹卡殺手 1
ACHIEVEMENT_KILL_WATANGKA_LVL2,Watangka Slayer 2,哇噹卡殺手 2
ACHIEVEMENT_KILL_WATANGKA_LVL3,Watangka Slayer 3,哇噹卡殺手 3
ACHIEVEMENT_KILL_WATANGKA_LVL4,Watangka Slayer 4,哇噹卡殺手 4
ACHIEVEMENT_KILL_WATANGKA_LVL5,Watangka Hunter,哇噹卡獵人
ACHIEVEMENT_KILL_FAFNIR_LVL1,Fafnir Slayer 1,法浮勒殺手1
ACHIEVEMENT_KILL_FAFNIR_LVL2,Fafnir Slayer 2,法浮勒殺手2
ACHIEVEMENT_KILL_FAFNIR_LVL3,Fafnir Slayer 3,法浮勒殺手3
ACHIEVEMENT_KILL_FAFNIR_LVL4,Fafnir Slayer 4,法浮勒殺手4
ACHIEVEMENT_KILL_FAFNIR_LVL5,Fafnir Hunter,法浮勒獵人
ACHIEVEMENT_KILL_ANTIQUERY_LVL1,Antiquery Slayer 1,樹精殺手 1
ACHIEVEMENT_KILL_ANTIQUERY_LVL2,Antiquery Slayer 2,樹精殺手 2
ACHIEVEMENT_KILL_ANTIQUERY_LVL3,Antiquery Slayer 3,樹精殺手 3
ACHIEVEMENT_KILL_ANTIQUERY_LVL4,Antiquery Slayer 4,樹精殺手 4
ACHIEVEMENT_KILL_ANTIQUERY_LVL5,Antiquery Hunter,樹精獵人
ACHIEVEMENT_KILL_LUIA_LVL1,Luia Slayer 1,赤燄鳳凰殺手 1
ACHIEVEMENT_KILL_LUIA_LVL2,Luia Slayer 2,赤燄鳳凰殺手 2
ACHIEVEMENT_KILL_LUIA_LVL3,Luia Slayer 3,赤燄鳳凰殺手 3
ACHIEVEMENT_KILL_LUIA_LVL4,Luia Slayer 4,赤燄鳳凰殺手 4
ACHIEVEMENT_KILL_LUIA_LVL5,Luia Hunter,赤焰鳳凰獵人
ACHIEVEMENT_KILL_GONGURY_LVL1,Gongury Slayer 1,劍尾龜殺手 1
ACHIEVEMENT_KILL_GONGURY_LVL2,Gongury Slayer 2,劍尾龜殺手 2
ACHIEVEMENT_KILL_GONGURY_LVL3,Gongury Slayer 3,劍尾龜殺手 3
ACHIEVEMENT_KILL_GONGURY_LVL4,Gongury Slayer 4,劍尾龜殺手 4
ACHIEVEMENT_KILL_GONGURY_LVL5,Gongury Hunter,劍尾龜獵人
ACHIEVEMENT_KILL_SHUHAMMA_LVL1,Shuhamma Slayer 1,機械戰象殺手 1
ACHIEVEMENT_KILL_SHUHAMMA_LVL2,Shuhamma Slayer 2,機械戰象殺手 2
ACHIEVEMENT_KILL_SHUHAMMA_LVL3,Shuhamma Slayer 3,機械戰象殺手 3
ACHIEVEMENT_KILL_SHUHAMMA_LVL4,Shuhamma Slayer 4,機械戰象殺手 4
ACHIEVEMENT_KILL_SHUHAMMA_LVL5,Shuhamma Hunter,槌頭機械象獵人
ACHIEVEMENT_KILL_KERN_LVL1,Kern Slayer 1,炎王殺手1
ACHIEVEMENT_KILL_KERN_LVL2,Kern Slayer 2,炎王殺手2
ACHIEVEMENT_KILL_KERN_LVL3,Kern Slayer 3,炎王殺手3
ACHIEVEMENT_KILL_KERN_LVL4,Kern Slayer 4,炎王殺手4
ACHIEVEMENT_KILL_KERN_LVL5,Kern Hunter,炎王獵人
ACHIEVEMENT_KILL_GORRUDA_LVL1,Gorruda Slayer 1,格魯達殺手1
ACHIEVEMENT_KILL_GORRUDA_LVL2,Gorruda Slayer 2,格魯達殺手2
ACHIEVEMENT_KILL_GORRUDA_LVL3,Gorruda Slayer 3,格魯達殺手3
ACHIEVEMENT_KILL_GORRUDA_LVL4,Gorruda Slayer 4,格魯達殺手4
ACHIEVEMENT_KILL_GORRUDA_LVL5,Gorruda Hunter,格魯達獵人
ACHIEVEMENT_KILL_GLAPHAN_LVL1,Glaphan Slayer 1,皮皮殺手 1
ACHIEVEMENT_KILL_GLAPHAN_LVL2,Glaphan Slayer 2,皮皮殺手 2
ACHIEVEMENT_KILL_GLAPHAN_LVL3,Glaphan Slayer 3,皮皮殺手 3
ACHIEVEMENT_KILL_GLAPHAN_LVL4,Glaphan Slayer 4,皮皮殺手 4
ACHIEVEMENT_KILL_GLAPHAN_LVL5,Glaphan Hunter,皮皮獵人
ACHIEVEMENT_KILL_KIMERADON_LVL1,Chimeradon Slayer 1,變種蝙蝠殺手 1
ACHIEVEMENT_KILL_KIMERADON_LVL2,Chimeradon Slayer 2,變種蝙蝠殺手 2
ACHIEVEMENT_KILL_KIMERADON_LVL3,Chimeradon Slayer 3,變種蝙蝠殺手 3
ACHIEVEMENT_KILL_KIMERADON_LVL4,Chimeradon Slayer 4,變種蝙蝠殺手 4
ACHIEVEMENT_KILL_KIMERADON_LVL5,Chimeradon Hunter,變種蝙蝠俠獵人
ACHIEVEMENT_KILL_BEARNUCKY_LVL1,Bearnerky Slayer 1,獨眼野熊殺手 1
ACHIEVEMENT_KILL_BEARNUCKY_LVL2,Bearnerky Slayer 2,獨眼野熊殺手 2
ACHIEVEMENT_KILL_BEARNUCKY_LVL3,Bearnerky Slayer 3,獨眼野熊殺手 3
ACHIEVEMENT_KILL_BEARNUCKY_LVL4,Bearnerky Slayer 4,獨眼野熊殺手 4
ACHIEVEMENT_KILL_BEARNUCKY_LVL5,Bearnerky Hunter,獨眼野熊獵人
ACHIEVEMENT_KILL_MUFFRIN_LVL1,Muffrin Slayer 1,廚師麻普殺手 1
ACHIEVEMENT_KILL_MUFFRIN_LVL2,Muffrin Slayer 2,廚師麻普殺手 2
ACHIEVEMENT_KILL_MUFFRIN_LVL3,Muffrin Slayer 3,廚師麻普殺手 3
ACHIEVEMENT_KILL_MUFFRIN_LVL4,Muffrin Slayer 4,廚師麻普殺手 4
ACHIEVEMENT_KILL_MUFFRIN_LVL5,Muffrin Hunter,麻普獵人
ACHIEVEMENT_KILL_POPCRANK_LVL1,Popcrank Slayer 1,詭異小丑殺手1
ACHIEVEMENT_KILL_POPCRANK_LVL2,Popcrank Slayer 2,詭異小丑殺手2
ACHIEVEMENT_KILL_POPCRANK_LVL3,Popcrank Slayer 3,詭異小丑殺手3
ACHIEVEMENT_KILL_POPCRANK_LVL4,Popcrank Slayer 4,詭異小丑殺手4
ACHIEVEMENT_KILL_POPCRANK_LVL5,Popcrank Hunter,詭異小丑獵人
ACHIEVEMENT_KILL_CLOCKWORKS_LVL1,Clockworks Hunter 1,時空毀滅者獵人 1
ACHIEVEMENT_KILL_CLOCKWORKS_LVL2,Clockworks Hunter 2,時空毀滅者獵人 2
ACHIEVEMENT_KILL_CLOCKWORKS_LVL3,Clockworks Hunter 3,時空毀滅者獵人 3
ACHIEVEMENT_KILL_CLOCKWORKS_LVL4,Clockworks Hunter 4,時空毀滅者獵人 4
ACHIEVEMENT_KILL_CLOCKWORKS_LVL5,Clockworks Killer,時空毀滅殺戮者
ACHIEVEMENT_KILL_METEONYKER_LVL1,Meteonyker Hunter 1,地炎飛龍獵人 1
ACHIEVEMENT_KILL_METEONYKER_LVL2,Meteonyker Hunter 2,地炎飛龍獵人 2
ACHIEVEMENT_KILL_METEONYKER_LVL3,Meteonyker Hunter 3,地炎飛龍獵人 3
ACHIEVEMENT_KILL_METEONYKER_LVL4,Meteonyker Hunter 4,地炎飛龍獵人 4
ACHIEVEMENT_KILL_METEONYKER_LVL5,Meteonyker Killer,炎飛龍殺戮者
ACHIEVEMENT_KILL_MEDUMET_LVL1,Medumet Slayer 1,美杜梅殺手 1
ACHIEVEMENT_KILL_MEDUMET_LVL2,Medumet Slayer 2,美杜梅殺手 2
ACHIEVEMENT_KILL_MEDUMET_LVL3,Medumet Slayer 3,美杜梅殺手 3
ACHIEVEMENT_KILL_MEDUMET_LVL4,Medumet Slayer 4,美杜梅殺手 4
ACHIEVEMENT_KILL_MEDUMET_LVL5,Medumet Hunter,美杜梅獵人
ACHIEVEMENT_KILL_YETTI_LVL1,Yetti Slayer 1,雪人殺手 1
ACHIEVEMENT_KILL_YETTI_LVL2,Yetti Slayer 2,雪人殺手 2
ACHIEVEMENT_KILL_YETTI_LVL3,Yetti Slayer 3,雪人殺手 3
ACHIEVEMENT_KILL_YETTI_LVL4,Yetti Slayer 4,雪人殺手 4
ACHIEVEMENT_KILL_YETTI_LVL5,Yetti Hunter,雪人獵人
ACHIEVEMENT_KILL_AUGU_LVL1,Augu Slayer 1,阿武骨殺手 1
ACHIEVEMENT_KILL_AUGU_LVL2,Augu Slayer 2,阿武骨殺手 2
ACHIEVEMENT_KILL_AUGU_LVL3,Augu Slayer 3,阿武骨殺手 3
ACHIEVEMENT_KILL_AUGU_LVL4,Augu Slayer 4,阿武骨殺手 4
ACHIEVEMENT_KILL_AUGU_LVL5,Augu Hunter,阿武骨獵人
ACHIEVEMENT_KILL_GHOSTKING_LVL1,Ghost King Slayer 1,鬼王殺手 1
ACHIEVEMENT_KILL_GHOSTKING_LVL2,Ghost King Slayer 2,鬼王殺手 2
ACHIEVEMENT_KILL_GHOSTKING_LVL3,Ghost King Slayer 3,鬼王殺手 3
ACHIEVEMENT_KILL_GHOSTKING_LVL4,Ghost King Slayer 4,鬼王殺手 4
ACHIEVEMENT_KILL_GHOSTKING_LVL5,Ghost King Hunter,鬼王獵人
ACHIEVEMENT_KILL_MAMMOTH_LVL1,Mammoth Slayer 1,巨獸殺手 1
ACHIEVEMENT_KILL_MAMMOTH_LVL2,Mammoth Slayer 2,巨獸殺手 2
ACHIEVEMENT_KILL_MAMMOTH_LVL3,Mammoth Slayer 3,巨獸殺手 3
ACHIEVEMENT_KILL_MAMMOTH_LVL4,Mammoth Slayer 4,巨獸殺手 4
ACHIEVEMENT_KILL_MAMMOTH_LVL5,Mammoth Hunter,巨獸獵人
ACHIEVEMENT_KILL_ATROX_LVL1,Atrox Slayer 1,阿托克斯殺手 1
ACHIEVEMENT_KILL_ATROX_LVL2,Atrox Slayer 2,阿托克斯殺手2
ACHIEVEMENT_KILL_ATROX_LVL3,Atrox Slayer 3,阿托克斯殺手 3
ACHIEVEMENT_KILL_ATROX_LVL4,Atrox Slayer 4,阿托克斯殺手 4
ACHIEVEMENT_KILL_ATROX_LVL5,Atrox Hunter,阿托克斯獵人
ACHIEVEMENT_KILL_TIGAR_LVL1,Tigar Slayer 1,老虎殺手 1
ACHIEVEMENT_KILL_TIGAR_LVL2,Tigar Slayer 2,老虎殺手 2
ACHIEVEMENT_KILL_TIGAR_LVL3,Tigar Slayer 3,老虎殺手 3
ACHIEVEMENT_KILL_TIGAR_LVL4,Tigar Slayer 4,老虎殺手 4
ACHIEVEMENT_KILL_TIGAR_LVL5,Tigar Hunter,老虎獵人
ACHIEVEMENT_KILL_MERAL_LVL1,Meral Slayer 1,梅拉爾殺手 1
ACHIEVEMENT_KILL_MERAL_LVL2,Meral Slayer 2,梅拉爾殺手 2
ACHIEVEMENT_KILL_MERAL_LVL3,Meral Slayer 3,梅拉爾殺手 3
ACHIEVEMENT_KILL_MERAL_LVL4,Meral Slayer 4,梅拉爾殺手 4
ACHIEVEMENT_KILL_MERAL_LVL5,Meral Hunter,梅拉爾獵人
ACHIEVEMENT_KILL_KINGSTER_LVL1,Kingster Slayer 1,金斯特殺手 1
ACHIEVEMENT_KILL_KINGSTER_LVL2,Kingster Slayer 2,金斯特殺手 2
ACHIEVEMENT_KILL_KINGSTER_LVL3,Kingster Slayer 3,金斯特殺手 3
ACHIEVEMENT_KILL_KINGSTER_LVL4,Kingster Slayer 4,金斯特殺手 4
ACHIEVEMENT_KILL_KINGSTER_LVL5,Kingster Hunter,金斯特獵人
ACHIEVEMENT_KILL_CREPER_LVL1,Creper Slayer 1,克雷普殺手 1
ACHIEVEMENT_KILL_CREPER_LVL2,Creper Slayer 2,克雷普殺手 2
ACHIEVEMENT_KILL_CREPER_LVL3,Creper Slayer 3,克雷普殺手 3
ACHIEVEMENT_KILL_CREPER_LVL4,Creper Slayer 4,克雷普殺手 4
ACHIEVEMENT_KILL_CREPER_LVL5,Creper Hunter,克雷普殺手獵人
ACHIEVEMENT_KILL_NAGA_LVL1,Naga Slayer 1,那迦殺手1
ACHIEVEMENT_KILL_NAGA_LVL2,Naga Slayer 2,那迦殺手2
ACHIEVEMENT_KILL_NAGA_LVL3,Naga Slayer 3,那迦殺手3
ACHIEVEMENT_KILL_NAGA_LVL4,Naga Slayer 4,那迦殺手4
ACHIEVEMENT_KILL_NAGA_LVL5,Naga Hunter,那迦獵人
ACHIEVEMENT_KILL_DORIAN_LVL1,Dorian Slayer 1,多利安殺手1
ACHIEVEMENT_KILL_DORIAN_LVL2,Dorian Slayer 2,多利安殺手2
ACHIEVEMENT_KILL_DORIAN_LVL3,Dorian Slayer 3,多利安殺手3
ACHIEVEMENT_KILL_DORIAN_LVL4,Dorian Slayer 4,多利安殺手4
ACHIEVEMENT_KILL_DORIAN_LVL5,Dorian Hunter,多利安獵人
ACHIEVEMENT_KILL_OKEAN_LVL1,Okean Slayer 1,奧肯殺手 1
ACHIEVEMENT_KILL_OKEAN_LVL2,Okean Slayer 2,奧肯殺手 2
ACHIEVEMENT_KILL_OKEAN_LVL3,Okean Slayer 3,奧肯殺手 3
ACHIEVEMENT_KILL_OKEAN_LVL4,Okean Slayer 4,奧肯殺手 4
ACHIEVEMENT_KILL_OKEAN_LVL5,Okean Hunter,奧肯獵人
ACHIEVEMENT_KILL_KRAKEN_LVL1,Kraken Slayer 1,海怪殺手 1
ACHIEVEMENT_KILL_KRAKEN_LVL2,Kraken Slayer 2,海怪殺手 2
ACHIEVEMENT_KILL_KRAKEN_LVL3,Kraken Slayer 3,海怪殺手 3
ACHIEVEMENT_KILL_KRAKEN_LVL4,Kraken Slayer 4,海怪殺手 4
ACHIEVEMENT_KILL_KRAKEN_LVL5,Kraken Hunter,海怪獵人
ACHIEVEMENT_KILL_DREADFIN_LVL1,Dreadfin Slayer 1,恐鰭殺手 1
ACHIEVEMENT_KILL_DREADFIN_LVL2,Dreadfin Slayer 2,恐鰭殺手 2
ACHIEVEMENT_KILL_DREADFIN_LVL3,Dreadfin Slayer 3,恐鰭殺手 3
ACHIEVEMENT_KILL_DREADFIN_LVL4,Dreadfin Slayer 4,恐鰭殺手 4
ACHIEVEMENT_KILL_DREADFIN_LVL5,Dreadfin Hunter,恐鰭獵人
ACHIEVEMENT_KILL_DREADSCALE_LVL1,Dreadscale Slayer 1,恐鱗殺手 1
ACHIEVEMENT_KILL_DREADSCALE_LVL2,Dreadscale Slayer 2,恐鱗殺手2
ACHIEVEMENT_KILL_DREADSCALE_LVL3,Dreadscale Slayer 3,恐鱗殺手 3
ACHIEVEMENT_KILL_DREADSCALE_LVL4,Dreadscale Slayer 4,恐鱗殺手 4
ACHIEVEMENT_KILL_DREADSCALE_LVL5,Dreadscale Hunter,恐鱗獵人
ACHIEVEMENT_KILL_LUMINFIN_LVL1,Luminfin Slayer 1,魯明芬殺手 1
ACHIEVEMENT_KILL_LUMINFIN_LVL2,Luminfin Slayer 2,魯明芬殺手 2
ACHIEVEMENT_KILL_LUMINFIN_LVL3,Luminfin Slayer 3,魯明芬殺手 3
ACHIEVEMENT_KILL_LUMINFIN_LVL4,Luminfin Slayer 4,魯明芬殺手 4
ACHIEVEMENT_KILL_LUMINFIN_LVL5,Luminfin Hunter,魯明芬獵人
ACHIEVEMENT_KILL_PUPPETWOLF_LVL1,Hundur Sharpfoot Slayer 1,百夏足屠戮者 1
ACHIEVEMENT_KILL_PUPPETWOLF_LVL2,Hundur Sharpfoot Slayer 2,百夏足屠戮者 2
ACHIEVEMENT_KILL_PUPPETWOLF_LVL3,Hundur Sharpfoot Slayer 3,百夏足屠戮者 3
ACHIEVEMENT_KILL_PUPPETWOLF_LVL4,Hundur Sharpfoot Slayer 4,百夏足屠戮者 4
ACHIEVEMENT_KILL_PUPPETWOLF_LVL5,Hundur Sharpfoot Hunter,百夏足狩獵者
ACHIEVEMENT_KILL_RYSENTRY_LVL1,Samoset Slayer 1,Samoset Slayer 1
ACHIEVEMENT_KILL_RYSENTRY_LVL2,Samoset Slayer 2,Samoset Slayer 2
ACHIEVEMENT_KILL_RYSENTRY_LVL3,Samoset Slayer 3,Samoset Slayer 3
ACHIEVEMENT_KILL_RYSENTRY_LVL4,Samoset Slayer 4,Samoset Slayer 4
ACHIEVEMENT_KILL_RYSENTRY_LVL5,Samoset Hunter,Samoset Hunter
ACHIEVEMENT_KILL_RYGUARD_LVL1,Kyouchish Slayer 1,Kyouchish Slayer 1
ACHIEVEMENT_KILL_RYGUARD_LVL2,Kyouchish Slayer 2,Kyouchish Slayer 2
ACHIEVEMENT_KILL_RYGUARD_LVL3,Kyouchish Slayer 3,Kyouchish Slayer 3
