Key,English,Traditional_Chinese
PROPMOVER_TXT_000922,Specialist Bearnerky,獨眼野熊
PROPMOVER_TXT_000924,Sergeant Bearnerky,嗜血獨眼野熊
PROPMOVER_TXT_000926,Captain Bearnerky,狂暴獨眼野熊
PROPMOVER_TXT_000928,General Bearnerky,獨眼野熊王
PROPMOVER_TXT_000930,Great Chef Muffrin,廚子麻普
PROPMOVER_TXT_000932,Queen Popcrank,詭異小丑
PROPMOVER_TXT_000934,Baby Polar Bear,北極熊Baby
PROPMOVER_TXT_000936,Polar Bear,北極熊
PROPMOVER_TXT_000946,Mailbox,郵箱
PROPMOVER_TXT_000950,Blue Meteonyker,Blue Meteonyker
PROPMOVER_TXT_000954,Baby Penguin,Baby Penguin
PROPMOVER_TXT_000956,Baby Iguana,可愛的鬣蜥
PROPMOVER_TXT_000958,Baby Cobra,可愛的眼鏡蛇
PROPMOVER_TXT_000960,Egg,寶貝蛋
PROPMOVER_TXT_000962,White Tiger,孟加拉虎
PROPMOVER_TXT_000966,Babari Lion,巴巴里獅 
PROPMOVER_TXT_000970,Rabbit,雪兔
PROPMOVER_TXT_000974,Dragon,草原幼龍
PROPMOVER_TXT_000978,Unicorn,獨角獸
PROPMOVER_TXT_000982,Old Fox,九尾狐 
PROPMOVER_TXT_000986,Griffin,幼年獅鳩
PROPMOVER_TXT_000987,Angel,天使
PROPMOVER_TXT_000988,King Crab,帝王蟹
PROPMOVER_TXT_000996,Gambler,賭博師
PROPMOVER_TXT_000998,Hair Designer,髮型設計師
PROPMOVER_TXT_001000,Make-Up Artist,化妝師
PROPMOVER_TXT_001002,Pet Tamer,召喚獸馴練師
PROPMOVER_TXT_001010,Behemoth,夜牙 
PROPMOVER_TXT_001012,Hellion,席梅爾 
PROPMOVER_TXT_001014,Jackalope,夢幻小兔 
PROPMOVER_TXT_001016,Bahamut,巴哈姆特 
PROPMOVER_TXT_001018,Nightmare,獨角夢靨  
PROPMOVER_TXT_001020,Reinecke,九尾銀狐 
PROPMOVER_TXT_001022,Hippogryph,格弗昂 
PROPMOVER_TXT_001024,Cute Frog,可愛的青蛙
PROPMOVER_TXT_001026,Cute Hamburger,可愛的漢堡
PROPMOVER_TXT_001028,Baby Turtle,可愛的烏龜
PROPMOVER_TXT_001034,Baby Chicken,可愛的小雞
PROPMOVER_TXT_001036,Baby Cow,可愛的哞哞
PROPMOVER_TXT_001038,Baby Beagle,可愛的獵犬
PROPMOVER_TXT_001040,Baby Blue Dragon,可愛的飛龍
PROPMOVER_TXT_001042,Baby Hamster,貪吃的黃金鼠
PROPMOVER_TXT_001044,Baby Horse,可愛的小馬
PROPMOVER_TXT_001046,Baby Monkey,可愛的猴子
PROPMOVER_TXT_001048,Baby Pig,愛裝無辜的小豬
PROPMOVER_TXT_001050,Baby Rabbit,可愛的兔子
PROPMOVER_TXT_001052,Cute Lamb,可愛的綿羊
PROPMOVER_TXT_001054,Baby Tiger,勇猛的老虎
PROPMOVER_TXT_001076,Small Maid Cardpuppet,可愛的發條娃娃
PROPMOVER_TXT_001078,Small Mia,無辜的米兒
PROPMOVER_TXT_001080,Baby Black Dragon,勇猛的神龍
PROPMOVER_TXT_001196,Baby Yetti,小雪人
PROPMOVER_TXT_001300,[Guildwar Manager] Frankie,[公會對戰管理員]法蘭奇
PROPMOVER_TXT_001302,[Guildwar Manager] Donaris,[公會對戰管理員]多娜利司
PROPMOVER_TXT_001304,[1vs1Guildwar Manager] Amos,[1vs1公會對戰管理員]阿摩司
PROPMOVER_TXT_001306,[1vs1Guildwar Manager] Annie,[1vs1公會對戰管理員]艾妮
PROPMOVER_TXT_001308,[Arena Manager] Lay,[自由競技場管理員]雷伊
PROPMOVER_TXT_001310,Mayor,市長
PROPMOVER_TXT_001318,English Bulldog,兇猛牛頭犬
PROPMOVER_TXT_001320,Naughty Ghost,頑皮幽靈
PROPMOVER_TXT_001322,Baby Fu Lion,石獅子
PROPMOVER_TXT_001324,Smart Owl,伶俐的貓頭鷹
PROPMOVER_TXT_001326,Patches,可愛的縫製娃娃
PROPMOVER_TXT_001328,Cute Robot,可愛的羅伯特
PROPMOVER_TXT_001330,Baby Bang,可愛崩崩
PROPMOVER_TXT_001332,Baby Panda,可愛熊貓
PROPMOVER_TXT_001334,Red Armored Tigar,部下泰格虎
PROPMOVER_TXT_001336,Blue Armored Tigar,泰格虎
PROPMOVER_TXT_001338,Yellow Armored Tigar,頭目泰格虎
PROPMOVER_TXT_001446,Tommy Toucan,可愛的鸚鵡
PROPMOVER_TXT_001452,Johnny Four-Wheels,大搜取機
PROPMOVER_TXT_001460,Tiny Tanuki,勇猛的卡頓
PROPMOVER_TXT_001466,Inisis,伊尼斯
PROPMOVER_TXT_001496,Mini Santa,聖誕老人
PROPMOVER_TXT_001498,Mini Snowman,冬季雪人
PROPMOVER_TXT_001504,Little Lykan,哈伊布立德 拉肯
PROPMOVER_TXT_001554,Joey,沙漠狐狸
PROPMOVER_TXT_001556,Spike,勇猛獵犬
PROPMOVER_TXT_001558,Lumia,小雪女
PROPMOVER_TXT_001560,Inspector Koko,笨笨無尾熊
PROPMOVER_TXT_001564,Cheshire Cat,咧嘴貓
PROPMOVER_TXT_001566,The White Rabbit,小白兔
PROPMOVER_TXT_001568,Tiger Cub,可愛白虎
PROPMOVER_TXT_001586,Bone Golem,史卡爾頓撿寵
PROPMOVER_TXT_001588,Mocomochi,摩可摩奇 
PROPMOVER_TXT_001590,Soul Dancer,開心的舞者
PROPMOVER_TXT_001592,Clockworks Butler,發條管家
PROPMOVER_TXT_001628,[Village Chief] Huntrang,[村長] 魂鬥郎
PROPMOVER_TXT_001630,[Quest Office] Miorang,[委託所] 美歐郎
PROPMOVER_TXT_001654,[Crackshooter Master] Meiarun,[爆裂射手教官] 梅伊亞倫
PROPMOVER_TXT_001656,[Arcanist Master] Howrang,[魔導士教官] 夏巫郎
PROPMOVER_TXT_001680,Cheirang,[寵物訓獸師] 彩怡郎
PROPMOVER_TXT_001714,[Rock Scissor Paper NPC] Demian,"[剪刀,石頭,布 NPC]頑童丹丹"
PROPMOVER_TXT_001716,Chameleon,變色龍
PROPMOVER_TXT_001804,Braaaaains,小僵屍
PROPMOVER_TXT_001814,Male Zombie,男屍屍
PROPMOVER_TXT_001816,Female Zombie ,女屍屍
PROPMOVER_TXT_001826,Big Red,可愛紅紅胖企鵝
PROPMOVER_TXT_002000,Buur,刺果獸
PROPMOVER_TXT_002002,Saphyryan,冰原狼
PROPMOVER_TXT_002004,Gray Earl,格雷伯爵
PROPMOVER_TXT_002006,Jack Frost,可愛的雪人
PROPMOVER_TXT_002008,Mr. Grinchie,聖誕精靈
PROPMOVER_TXT_002010,Rudolph,可愛的魯道夫
PROPMOVER_TXT_002020,[Development Supervisor] Kim,守護金總監
PROPMOVER_TXT_002026,Kuma,可愛熊寶
PROPMOVER_TXT_002034,Usagi,可愛小兔精靈
PROPMOVER_TXT_002036,Cooperative Donation NPC,合作捐贈 NPC
PROPMOVER_TXT_002038,X900 EvilTron,淘氣鬼機器惡魔
PROPMOVER_TXT_002040,Mister Grizz,可愛的泰迪熊
PROPMOVER_TXT_002162,Lil' Potato,Gpotato
PROPMOVER_TXT_002166,Friendly Baby Kargo,可愛的卡勒古先生
PROPMOVER_TXT_002170,Charming Babushka Doll,瑪特羅斯奇
PROPMOVER_TXT_002232,Cute Baby Cat,可愛小貓
PROPMOVER_TXT_002234,Little Muran,嬌小可愛的小貓咪
PROPMOVER_TXT_002236,Baby Buur,刺果獸寶寶
PROPMOVER_TXT_002238,Baby Ripper,鐮刀死神寶寶
PROPMOVER_TXT_002240,Baby Gray Earl,灰色伯爵寶寶
PROPMOVER_TXT_002242,Tamed Bolo,溫馴的哈薩拉
PROPMOVER_TXT_002282,Pink Mocomochi Pet,粉紅摩可摩奇寵物 
PROPMOVER_TXT_002284,Rainbow Mocomochi Pet,彩虹摩可摩奇寵物 
PROPMOVER_TXT_002286,Black Bulldog Pet,黑色牛頭犬
PROPMOVER_TXT_002288,Red Dragon Pet,Red Dragon
PROPMOVER_TXT_002292,Blue Snowman Pet,藍色雪人寵物
PROPMOVER_TXT_002142,Reonan,雷奧南
PROPMOVER_TXT_002144,Nerco,尼羅可
PROPMOVER_TXT_002146,Hael,哈爾
PROPMOVER_TXT_002148,Handel,賀丹爾
PROPMOVER_TXT_002150,Reodos,列奧德斯
PROPMOVER_TXT_002152,Zoro,索羅 
PROPMOVER_TXT_002154,Elaine,耶拉伊 
PROPMOVER_TXT_002156,Ainher,愛內爾
PROPMOVER_TXT_002158,Sury,修利 
PROPMOVER_TXT_002230,Earl Vermelho,伯爵維爾梅略 
PROPMOVER_TXT_100000,Small Gorruda,格魯達嘍囉
PROPMOVER_TXT_100001,Gorruda,格魯達
PROPMOVER_TXT_100002,Captain Gorruda,格魯達頭目
PROPMOVER_TXT_100003,Giant Gorruda,巨大格魯達
PROPMOVER_TXT_100004,Young Fafnir,小法夫尼爾
PROPMOVER_TXT_100005,Fafnir,法夫尼爾
PROPMOVER_TXT_100006,Grownup Fafnir,成人法夫尼爾
PROPMOVER_TXT_100007,Giant Fafnir,巨大法夫尼爾
PROPMOVER_TXT_100008,Small Longwing,小長翼
PROPMOVER_TXT_100009,Longwing,長翼
PROPMOVER_TXT_100010,Captain Longwing,長翼頭目
PROPMOVER_TXT_100011,Giant Longwing,巨大長翼
PROPMOVER_TXT_100012,Neparuba,尼帕魯巴
PROPMOVER_TXT_100013,Captain Neparuba,尼帕魯巴頭目
PROPMOVER_TXT_100014,Boss Neparuba,尼帕魯巴魔王
PROPMOVER_TXT_100015,Giant Neparuba,巨型尼帕魯巴
PROPMOVER_TXT_100016,Small Zenma,紅蠍尖牙嘍囉
PROPMOVER_TXT_100017,Zenma,紅蠍尖牙
PROPMOVER_TXT_100018,Captain Zenma,紅蠍尖牙頭目
PROPMOVER_TXT_100019,Giant Zenma,巨大紅蠍尖牙
PROPMOVER_TXT_100020,Small Zendros,曾德羅斯嘍囉
PROPMOVER_TXT_100021,Zendros,曾德羅斯
PROPMOVER_TXT_100022,Captain Zendros,曾德羅斯頭目
PROPMOVER_TXT_100023,Giant Zendros,巨大曾德羅斯
PROPMOVER_TXT_100024,Small Medumet,美杜梅嘍囉
PROPMOVER_TXT_100025,Medumet,美杜梅
PROPMOVER_TXT_100026,Captain Medumet,美杜梅頭目
PROPMOVER_TXT_100027,Giant Medumet,巨大美杜梅
PROPMOVER_TXT_100028,Training Dummy,訓練假人
PROPMOVER_TXT_100029,Fire Training Dummy,消防訓練假人
PROPMOVER_TXT_100030,Water Training Dummy,水上訓練假人
PROPMOVER_TXT_100031,Earth Training Dummy,地面訓練假人
PROPMOVER_TXT_100032,Electric Training Dummy,雷電訓練假人
PROPMOVER_TXT_100033,Wind Training Dummy,風訓練假人
PROPMOVER_TXT_100097,Violet Medumet,紫美杜梅
PROPMOVER_TXT_100063,Violet Leyena,紫萊耶娜
PROPMOVER_TXT_100064,Violet Trangfoma,紫電工兵
PROPMOVER_TXT_100065,Violet Steam Walker,紫蒸氣機械
PROPMOVER_TXT_100068,Violet Steel Knight,紫騎士機械
PROPMOVER_TXT_100069,Violet Nutty Wheel,紫刀牙機械
PROPMOVER_TXT_100066,Violet Driller,紫暴鑽機械
PROPMOVER_TXT_100067,Violet Volt,紫機械戰車
PROPMOVER_TXT_100070,Violet Elderguard,紫戰士機械
PROPMOVER_TXT_100071,Violet Garbagespider,紫清掃夫機械
PROPMOVER_TXT_100072,Violet Crane Machinery,紫工程機械
PROPMOVER_TXT_100074,Violet Greemong,紫史萊膿
PROPMOVER_TXT_100076,Violet Nuctuvehicle,紫礦車獸
PROPMOVER_TXT_100075,Violet Carrierbomb,紫轟炸兵
PROPMOVER_TXT_100073,Violet Syliaca,紫獅頭魚
PROPMOVER_TXT_100078,Violet Zombiger,紫腐屍礦工
PROPMOVER_TXT_100077,Violet Risem,紫石妖
PROPMOVER_TXT_100086,Violet Grrr,紫咕噥
PROPMOVER_TXT_100091,Violet Dump,紫牛頭火燄車
PROPMOVER_TXT_100085,Violet Nautrepy,紫酷帥鼠
PROPMOVER_TXT_100082,Violet Boo,紫兩棲毒花
PROPMOVER_TXT_100079,Violet Hoppre,紫假面蝗蟲
PROPMOVER_TXT_100088,Violet Mushpoie,紫大魔菇菇
PROPMOVER_TXT_100081,Violet Iren,紫刀尾蚊
PROPMOVER_TXT_100080,Violet Watangka,紫哇噹卡
PROPMOVER_TXT_100087,Violet Antiquery,紫樹精
PROPMOVER_TXT_100083,Violet Luia,紫赤焰鳳凰
PROPMOVER_TXT_100089,Violet Gongury,紫劍尾龜
PROPMOVER_TXT_100084,Violet Shuhamma,紫槌頭機械象
PROPMOVER_TXT_100092,Violet Kern,紫炎王
PROPMOVER_TXT_100090,Violet Glaphan,紫巫獸皮皮
PROPMOVER_TXT_100094,Violet Chimeradon,紫變種蝙蝠
PROPMOVER_TXT_100095,Violet Bearnerky,紫獨眼野熊
PROPMOVER_TXT_100093,Violet Chef Muffrin,紫廚子麻普
PROPMOVER_TXT_100096,Violet Popcrank,紫不恐怖小丑
PROPMOVER_TXT_100034,Violet Aibatt,紫獨眼蝙蝠
PROPMOVER_TXT_100035,Violet Mushpang,紫咚咚菇
PROPMOVER_TXT_100036,Violet Burudeng,紫藍甲蟲
PROPMOVER_TXT_100038,Violet Pukepuke,紫噗卡噗卡
PROPMOVER_TXT_100037,Violet Peakyturtle,紫尖刺犰狳
PROPMOVER_TXT_100039,Violet Demian,紫丹丹
PROPMOVER_TXT_100040,Violet Doridoma,紫多魯
PROPMOVER_TXT_100041,Violet Lawolf,紫布魯狼
PROPMOVER_TXT_100043,Violet Fefern,紫蜥蜴草
PROPMOVER_TXT_100042,Violet Nyangnyang,紫喵娘
PROPMOVER_TXT_100044,Violet Bang,紫崩崩
PROPMOVER_TXT_100099,Violet Mothbee,紫魔斯蜂空軍
PROPMOVER_TXT_100098,Violet Flybrigen,紫骷髏魔翼
PROPMOVER_TXT_100100,Violet Rockepeller,紫飛行胖波尼
PROPMOVER_TXT_100106,Violet Zendros,紫曾德羅斯
PROPMOVER_TXT_100104,Violet Neparuba,紫尼帕魯巴
PROPMOVER_TXT_100105,Violet Zenma,紫紅蠍尖牙
PROPMOVER_TXT_100103,Violet Longwing,紫長翼
PROPMOVER_TXT_100102,Violet Fafnir,紫色法夫尼爾
PROPMOVER_TXT_100101,Violet Gorruda,紫格魯達
PROPMOVER_TXT_100058,Violet Tombstone Bearer,紫苦命超人
PROPMOVER_TXT_100060,Violet Scorpicon,紫血紅蠍
PROPMOVER_TXT_100059,Violet Basque,紫巴斯克
PROPMOVER_TXT_100061,Violet Prankster,紫小丑術士
PROPMOVER_TXT_100062,Violet Wheelem,紫單輪機器人
PROPMOVER_TXT_100045,Violet Wagsaac,紫拳頭花
PROPMOVER_TXT_100047,Violet Mia,紫米兒
PROPMOVER_TXT_100048,Violet Mr. Pumpkin,紫南瓜先生
PROPMOVER_TXT_100049,Violet Red Mantis,紫赤螳螂
PROPMOVER_TXT_100050,Violet Jack the Hammer,紫傑克槌
PROPMOVER_TXT_100051,Violet Giggle Box,紫整人箱
PROPMOVER_TXT_100052,Violet Rock Muscle,紫牛唄唄
PROPMOVER_TXT_100053,Violet Hobo,紫獨刀
PROPMOVER_TXT_100055,Violet Dumb Bull,紫哞哞
PROPMOVER_TXT_100056,Violet Totemia,紫疊疊樂
PROPMOVER_TXT_100057,Violet Cardpuppet,紫發條娃娃
PROPMOVER_TXT_100046,Violet Flybat,紫獨眼血蝙蝠
PROPMOVER_TXT_100054,Violet Bucrow,紫赤焰巴斯克
PROPMOVER_TXT_100107,Baby Pink Cobra,粉紅眼鏡蛇寶貝
PROPMOVER_TXT_100108,Baby Giant Aibatt,巨型獨眼蝙蝠寶貝
PROPMOVER_TXT_100109,Baby Glaphan,巫獸皮皮寶貝
PROPMOVER_TXT_100110,Baby Longwing,長翼寶貝
PROPMOVER_TXT_100111,Baby Saphyryan,冰原狼寶貝
PROPMOVER_TXT_100112,Baby Mushpang,咚咚菇寶貝
PROPMOVER_TXT_100113,Baby Wagsaac,拳頭花寶貝
PROPMOVER_TXT_100114,Baby Steel Knight,幼小騎士機械
PROPMOVER_TXT_100115,Baby Nautrepy,酷帥鼠寶貝
PROPMOVER_TXT_100116,Small Meteonyker,地炎飛龍嘍囉
PROPMOVER_TXT_100117,Berserk Meteonyker,狂暴地炎飛龍
PROPMOVER_TXT_100118,Cyclops X,士兵熔岩巨人
PROPMOVER_TXT_100119,Giant Cyclops X,超級熔岩巨人
PROPMOVER_TXT_100120,Katamaw,卡塔毛
PROPMOVER_TXT_100121,Zefus,澤弗斯
PROPMOVER_TXT_100122,Gruntizer,咕嚕咕嚕
PROPMOVER_TXT_100123,Obnis,巫斯尼
PROPMOVER_TXT_100124,Airon,艾倫
PROPMOVER_TXT_100125,Kumah,庫瑪
PROPMOVER_TXT_100126,Haom,豪姆
PROPMOVER_TXT_100127,Scorched Meteonyker,燒焦的地炎飛龍
PROPMOVER_TXT_100128,Red Meteonyker,炙焰飛龍
PROPMOVER_TXT_100129,Baby Zendros,可愛的曾德羅斯
PROPMOVER_TXT_100130,Baby Dumb Bull,可愛的哞哞
PROPMOVER_TXT_100131,Baby Bearnerky,可愛的獨眼野熊
PROPMOVER_TXT_100132,Yetti,喵喵
PROPMOVER_TXT_100133,Mutant Yetti,變異喵喵
PROPMOVER_TXT_100134,Dark Yetti,暗黑喵喵
PROPMOVER_TXT_100135,Mad Yetti,生氣喵喵
PROPMOVER_TXT_100136,Violet Yetti,紫色喵喵
PROPMOVER_TXT_100137,Augu,奧古
PROPMOVER_TXT_100138,Mutant Augu,變異奧古
PROPMOVER_TXT_100139,Ardent Augu,熱心奧古
PROPMOVER_TXT_100140,Glacial Augu,冰川奧古
PROPMOVER_TXT_100141,Violet Augu,紫色奧古
PROPMOVER_TXT_100142,Ghost of the Forgotten Prince,被遺忘的王子幽靈
PROPMOVER_TXT_100143,Ghost of the Forgotten King,被遺忘的國王幽靈
PROPMOVER_TXT_100144,Ghost of the Forgotten Emperor,被遺忘的皇帝幽靈
PROPMOVER_TXT_100145,Ghost of the Forgotten Overlord,被遺忘的霸主幽靈
PROPMOVER_TXT_100146,Violet Ghost of the Forgotten Monarch,被遺忘的紫色君主幽靈
PROPMOVER_TXT_100147,Mammoth,巨獸
PROPMOVER_TXT_100148,Cannibal Mammoth,食人巨獸
PROPMOVER_TXT_100149,Ancient Mammoth,遠古巨獸
PROPMOVER_TXT_100150,Predator Mammoth,獵食巨獸
PROPMOVER_TXT_100151,Violet Mammoth,紫色巨獸
PROPMOVER_TXT_100152,Gigaka,機嘎卡
PROPMOVER_TXT_100153,Mawrang,馬巫郎
PROPMOVER_TXT_100154,Miriun,美立安
PROPMOVER_TXT_100155,Auxilior,輔助者
PROPMOVER_TXT_100156,Blue Alien Octopus,藍色外星章魚
PROPMOVER_TXT_100157,Yellow Alien Octopus,黃色外星章魚
PROPMOVER_TXT_100158,Red Alien Octopus,紅色外星章魚
PROPMOVER_TXT_100159,White Alien Octopus,白色外星章魚
PROPMOVER_TXT_100160,Green Alien Octopus,綠色外星章魚
PROPMOVER_TXT_100161,Black Alien Octopus,黑色外星章魚
PROPMOVER_TXT_100162,Baby Peakyturtle,可愛的戰車蟲
PROPMOVER_TXT_100163,Baby Rock Muscle,可愛的牛唄唄
PROPMOVER_TXT_100164,Baby Giggle Box,可愛的整人箱
PROPMOVER_TXT_100165,Baby Totemia,寶貝疊疊樂
PROPMOVER_TXT_100166,Baby Fafnir,寶貝法夫尼爾
PROPMOVER_TXT_100167,Baby Popcrank,寶貝不恐怖小丑
PROPMOVER_TXT_100168,Rookie Cloudberry Carrier,菜鳥雲朵莓運送者
PROPMOVER_TXT_100169,Cloudberry Carrier,雲朵莓運送者
PROPMOVER_TXT_100170,Lightberry Carrier,燈莓運送者
PROPMOVER_TXT_100171,Rookie Exoberry Carrier,菜鳥外莓運送者
PROPMOVER_TXT_100172,Exoberry Carrier,外莓運送者
PROPMOVER_TXT_001068,Waforu,瓦普勒
PROPMOVER_TXT_001069,Mysterious Robed Girl,黎席斯的使者-潔米
PROPMOVER_TXT_001442,Lasa,拉薩
PROPMOVER_TXT_100173,Baby Giant Bang,笨笨巨型崩崩寶貝
PROPMOVER_TXT_100174,Baby Burudeng,藍甲蟲寶貝
PROPMOVER_TXT_100175,Baby Iren,刀尾蚊寶貝
PROPMOVER_TXT_100176,Baby Mushpoie,魔人菇菇寶貝
PROPMOVER_TXT_100177,Baby Flybrigen,骷髏魔翼寶貝
PROPMOVER_TXT_100178,Baby Nuctuvehicle,輪椅獸寶貝
PROPMOVER_TXT_100179,Criminal Medumet,犯罪美杜梅
PROPMOVER_TXT_100180,Crystal Iphrine,水晶伊芙琳
PROPMOVER_TXT_100181,Yellow Teddy Bear,黃色泰迪熊
PROPMOVER_TXT_100182,Blue Teddy Bear,藍色泰迪熊
PROPMOVER_TXT_100183,Brown Teddy Bear,棕色泰迪熊
PROPMOVER_TXT_100184,Orange Teddy Bear,橘色泰迪熊
PROPMOVER_TXT_100185,Black Teddy Bear,黑色泰迪熊
PROPMOVER_TXT_100186,White Teddy Bear,白色泰迪熊
PROPMOVER_TXT_100187,Baby Doridoma,多魯寶貝
PROPMOVER_TXT_100188,Baby Mothbee,魔斯蜂空軍寶貝
PROPMOVER_TXT_100189,Baby Hobo,獨刀寶貝
PROPMOVER_TXT_100190,Primgon,普里貢
PROPMOVER_TXT_100191,Blue Gummy Bear,藍色小熊軟糖
PROPMOVER_TXT_100192,Brown Gummy Bear,棕色小熊軟糖
PROPMOVER_TXT_100193,Pink Gummy Bear,粉色小熊軟糖
PROPMOVER_TXT_100194,Red Gummy Bear,紅色小熊軟糖
PROPMOVER_TXT_100195,Black Gummy Bear,黑色小熊軟糖
PROPMOVER_TXT_100196,White Gummy Bear,白色小熊軟糖
PROPMOVER_TXT_100197,Baby Wild Rabbit,小野兔
PROPMOVER_TXT_100198,Puppy,小狗
PROPMOVER_TXT_100199,Furious Mr. Pumpkin,憤怒的南瓜先生
PROPMOVER_TXT_100200,Deviant Mr. Pumpkin,怪異的南瓜先生
PROPMOVER_TXT_100201,Baby Winged Sheep,飛翅小羊
PROPMOVER_TXT_100202,Teddy Bear,泰迪熊
PROPMOVER_TXT_100203,Kitty with Yellow Umbrella,拿傘黃色小貓 
PROPMOVER_TXT_100204,Kitty with Green Umbrella,拿傘綠色小貓
PROPMOVER_TXT_100205,Kitty with Pink Umbrella,拿傘粉色小貓
PROPMOVER_TXT_100206,Kitty with Purple Umbrella,拿傘紫色小貓
PROPMOVER_TXT_100207,Kitty with Beige Umbrella,拿傘米色小貓
PROPMOVER_TXT_100208,Kitty with Grey Umbrella,拿傘灰色小貓
PROPMOVER_TXT_100209,Halloween Ghost,萬聖節鬼
PROPMOVER_TXT_100210,Lord Big Muscle,大肌肉男
PROPMOVER_TXT_100211,Lord Krrr,咕噥王老大
PROPMOVER_TXT_100212,Lord Mushmoot,恐怖的菇菇老大
PROPMOVER_TXT_100213,Lord Meteonyker,地炎飛龍老大
PROPMOVER_TXT_100214,Lord Red Meteonyker,炙焰飛龍老大
PROPMOVER_TXT_100215,Lord Pumpkin,南瓜老大
PROPMOVER_TXT_100216,Lord Lykanos,拉易卡諾斯老大
PROPMOVER_TXT_100217,Lord Drakul,靈魂吸血鬼老大
PROPMOVER_TXT_100219,Lord Ripper,阿雷娜使臣老大
PROPMOVER_TXT_100220,Lord Mia,米兒老大
PROPMOVER_TXT_100221,Lord Iblis Leanes,伊普里斯地穴老大
PROPMOVER_TXT_100222,Violet Halloween Puppet,紫色萬聖節木偶
PROPMOVER_TXT_100223,Orange Halloween Puppet,橘色萬聖節木偶
PROPMOVER_TXT_100224,Beige Halloween Puppet,米色萬聖節木偶
PROPMOVER_TXT_100225,Pink Halloween Puppet,粉色萬聖節木偶
PROPMOVER_TXT_100226,Grey Halloween Puppet,灰色萬聖節木偶
PROPMOVER_TXT_100227,White Halloween Puppet,白色萬聖節木偶
PROPMOVER_TXT_100228,Sport Pop Red Tiger,運動潮風紅老虎
PROPMOVER_TXT_100229,Sport Pop Blue Tiger,運動潮風藍老虎
PROPMOVER_TXT_100230,Sport Pop Green Tiger,運動潮風綠老虎
PROPMOVER_TXT_100231,Sport Pop Orange Tiger,運動潮風橘老虎
PROPMOVER_TXT_100232,Sport Pop Pink Tiger,運動潮風粉紅老虎
PROPMOVER_TXT_100233,Sport Pop Purple Tiger,運動潮風紫老虎
PROPMOVER_TXT_100234,Purple Disco Poodle,紫色迪斯可貴賓狗
PROPMOVER_TXT_100235,Green Disco Poodle,綠色迪斯可貴賓狗
PROPMOVER_TXT_100236,Orange Disco Poodle,橘色迪斯可貴賓狗
PROPMOVER_TXT_100237,Pink Disco Poodle,粉紅色迪斯可貴賓狗
PROPMOVER_TXT_100238,Black Disco Poodle,黑色迪斯可貴賓狗
PROPMOVER_TXT_100239,Cyan Disco Poodle,青色迪斯可貴賓狗
PROPMOVER_TXT_100240,Nine Tails,九尾
PROPMOVER_TXT_100241,Nero,尼諾
PROPMOVER_TXT_100242,Thief Santa Monster,小偷聖誕老人怪物
PROPMOVER_TXT_100243,Grumpy elf,脾氣暴躁的小精靈
PROPMOVER_TXT_100250,Blue Winter Pixie,藍色冬季精靈
PROPMOVER_TXT_100251,Green Winter Pixie,綠色冬季精靈
PROPMOVER_TXT_100252,Purple Winter Pixie,紫色冬季精靈
PROPMOVER_TXT_100253,Cyan Winter Pixie,青色冬季精靈
PROPMOVER_TXT_100254,Black Winter Pixie,黑色冬季精靈
PROPMOVER_TXT_100255,White Winter Pixie,白色冬季精靈
PROPMOVER_TXT_100256,Fu Lion King,福氣獅子王
PROPMOVER_TXT_100257,Black Winter Tiger,黑色冬季虎
PROPMOVER_TXT_100258,Pink Winter Tiger,粉色冬季虎
PROPMOVER_TXT_100259,Green Winter Tiger ,綠色冬季虎
PROPMOVER_TXT_100260,Purple Winter Tiger ,紫色冬季虎
PROPMOVER_TXT_100261,Orange Winter Tiger ,橘色冬季虎
PROPMOVER_TXT_100262,Cyan Winter Tiger ,青色冬季虎
PROPMOVER_TXT_100263,Tonge,通格
PROPMOVER_TXT_100264,Fox,狐狸
PROPMOVER_TXT_100265,Mermaid Beauty,美人魚
PROPMOVER_TXT_100266,Overgrown Shark,發育過度鯊魚
PROPMOVER_TXT_100267,Grunt Gorilla,咕嚕大猩猩
PROPMOVER_TXT_100268,Overgrown Spider,發育過度蜘蛛
PROPMOVER_TXT_100269,Temple Guardian,聖殿守護者
PROPMOVER_TXT_100270,Sentient Tree Warrior,有情樹戰士
PROPMOVER_TXT_100271,Old Rut,舊車轍
PROPMOVER_TXT_100244,Skeletal Militant,骷髏戰士
PROPMOVER_TXT_100245,Crystal Demon Lord,水晶魔王
PROPMOVER_TXT_100246,Great Kraken,大克拉肯
PROPMOVER_TXT_100247,Siren,賽伊蓮 
PROPMOVER_TXT_100248,Lurking Merman,潛伏人魚
PROPMOVER_TXT_100249,Cunning Merman,狡猾的人魚
PROPMOVER_TXT_001198,Great Catsy,變種凱西貓 
PROPMOVER_TXT_001200,Great Harpy,變種神鷹 
PROPMOVER_TXT_001202,Great Gullah,變種原野之靈 
PROPMOVER_TXT_001204,Great Abraxas,變種飛蛾 
PROPMOVER_TXT_001206,Great Hague,變種女巫 
PROPMOVER_TXT_001208,Great Tengu,變種圖特 
PROPMOVER_TXT_001210,Great Asterius,變種羊首獅身 
PROPMOVER_TXT_001212,Great Dantalian,變種泰坦利安 
PROPMOVER_TXT_001214,Great Gannessa,變種卡內薩 
PROPMOVER_TXT_001216,Great Asuras,變種阿修羅 
PROPMOVER_TXT_001180,Small Nyx,部下小魔鬼 
