Key,English,Indonesian
CLIENT_HELP_INC_000129,"To actually use the Action Slot you will need to select a target and press ""C"". This can be done repeatedly.","Untuk menggunakan Action Slot, Kamu harus memilih target dan menekan ""C"". Ini bisa dilakukan berulang kali."
CLIENT_HELP_INC_000130,Order of the Action Slot,Order of the Action Slot
CLIENT_HELP_INC_000131,Skills can be used in a succession as long as you follow the order of the different types of skills. The order is; Step > Circle > Finish. You can only use the action icons if the skills are in order.,Skill dapat digunakan secara berurutan selama mengikuti urutan berbagai jenis skill. Urutannya adalah; Step > Circle > Finish. Hanya dapat menggunakan action icon jika skill sesuai.
CLIENT_HELP_INC_000132,Action Slot Cooldown,Action Slot Cooldown
CLIENT_HELP_INC_000133,There is a Cooldown for the Action Slot. As you cast you will notice a shadow the will begin covering the Action Slot. You will not be able to uses Skills that are covered in shadow. Simply wait and the shadow will vanish.,"Ada Cooldown untuk Action Slot. Saat melempar, kamu akan melihat bayangan yang akan mulai menutupi Action Slot. Dengan demikian kamu tidak dapat menggunakan skillnya. Tunggu dan bayangan itu akan menghilang."
CLIENT_HELP_INC_000134,Community,Community
CLIENT_HELP_INC_000135,In order to make Flyff more social and entertaining we encourage users to band together. There is both an intricate Party System and a Guild System.,"Untuk membuat Flyff lebih terkenal dan menghibur, kami mengajak pengguna untuk bekumpul. Ada Party System yang rumit dan Guild System."
CLIENT_HELP_INC_000136,Basic Party System,Basic Party System
CLIENT_HELP_INC_000137,"Parties are used to help benefit users who band together for a short time. There are numerous benefits to joining a Party as opposed to playing alone. The Party Menu can be accessed by pressing ""P"".","Parties digunakan untuk memberi manfaat bagi pengguna yang bekumpul untuk waktu singkat. Ada banyak keuntungan bergabung dengan Party dibanding bermain sendiri. Party Menu dapat diakses dengan menekan ""P""."
CLIENT_HELP_INC_000138,Party Requirements,Party Requirements
CLIENT_HELP_INC_000139,"To make a party, at least 2 people are needed. There are no job or level requirements to create normal party.","Untuk membuat party, dibutuhkan minimal 2 orang. Tidak ada persyaratan job atau level untuk membuat normal party."
CLIENT_HELP_INC_000140,Inviting members to a Party,Inviting members to a Party
CLIENT_HELP_INC_000141,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".","Untuk mengundang pemain, tahan tombol ALT dan klik kiri pada pemain atau cukup klik kanan pada pengguna. Setelah mengakses Player Menu, cukup pilih ""Invite to join party""."
CLIENT_HELP_INC_000142,Joining a Party,Joining a Party
CLIENT_HELP_INC_000143,Select ACCEPT when you are invited to join a party.,Pilih ACCEPT ketika kamu diundang untuk bergabung ke party.
CLIENT_HELP_INC_000144,Leave a Party,Leave a Party
CLIENT_HELP_INC_000145,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.","Untuk meninggalkan Party, buka Party Menu dan klik tombol LEAVE. Party akan dibubarkan secara otomatis jika sudah tidak ada anggota didalamnya."
CLIENT_HELP_INC_000146,Removing a Party member,Removing a Party member
CLIENT_HELP_INC_000147,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.","Hanya Party Leader yang dapat menghapus anggota party. Untuk melakukan ini, kamu perlu mengakses Party Menu, pilih Party member yang ditargetkan, dan terakhir tekan Tombol Leave."
CLIENT_HELP_INC_000148,Changing Party Leader,Changing Party Leader
CLIENT_HELP_INC_000149,"To transfer leadership in a Basic Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.","Untuk mentransfer leadership di Basic Party, Leader harus memilih Party member dan mengklik tombol Transfer. Jika Leader meninggalkan party, maka Party member yang ditempatkan di sebelah Leader menjadi Party Leader."
CLIENT_HELP_INC_000150,Become an Advanced Party,Become an Advanced Party
CLIENT_HELP_INC_000151,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,"Saat basic Party mencapai level 10, bisa berubah menjadi Advanced Party. Cukup pilih tombol Change pada Pary Menu. Setelah Party berubah menjadi Advanced Party, kamu dapat memberi nama party. Setelah memiliki Advanced Party, kamu dapat mulai memanfaatkan Skills Tab di dalam Party Menu."
CLIENT_HELP_INC_000152,Advanced Party System,Advanced Party System
CLIENT_HELP_INC_000153,Advanced Parties evolve from Basic Parties. They are very beneficial for groups attempting to conquer the most difficult tasks!,Advanced Parties berevolusi dari Basic Parties. Mereka sangat bermanfaat bagi kelompok yang ingin menaklukkan task yang paling sulit!
CLIENT_HELP_INC_000154,Become an Advanced Party,Become an Advanced Party
CLIENT_HELP_INC_000155,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,"Saat basic Party mencapai level 10, bisa berubah menjadi Advanced Party. Cukup pilih tombol Change pada Pary Menu. Setelah Party berubah menjadi Advanced Party, kamu dapat memberi nama party. Setelah memiliki Advanced Party, kamu dapat mulai memanfaatkan Skills Tab di dalam Party Menu."
CLIENT_HELP_INC_000156,Inviting members to a Party,Inviting members to a Party
CLIENT_HELP_INC_000157,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".","Untuk mengundang pemain, tahan tombol ALT dan klik kiri pada pemain atau cukup klik kanan pada pengguna. Setelah mengakses Player Menu, cukup pilih ""Invite to join party""."
CLIENT_HELP_INC_000158,Joining an advanced party.,Joining an advanced party.
CLIENT_HELP_INC_000159,Select ACCEPT when you are invited to join a party.,Pilih ACCEPT ketika kamu diundang untuk bergabung ke party.
CLIENT_HELP_INC_000160,Party Exp and Skills,Party Exp and Skills
CLIENT_HELP_INC_000161,The Advanced Party will get stronger as your Party earns Exp which in turn gives the Party Points. These Party Points are then consumed to use Party Skills. The Party Skills and Points are different according to the level of the Party. Only the Party Leader can use the Party Skills.,Advanced Party akan menjadi lebih kuat saat party mendapatkan Exp yang pada gilirannya memberikan Party Points. Party Points kemudian digunakan untuk Party Skills. Party Skills dan Points berbeda-beda sesuai dengan level Party. Hanya Party Leader yang dapat menggunakan Party Skills.
CLIENT_HELP_INC_000162,Leave a Party,Leave a Party
CLIENT_HELP_INC_000163,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.","Untuk meninggalkan Party, buka Party Menu dan klik tombol LEAVE. Party akan dibubarkan secara otomatis jika sudah tidak ada anggota didalamnya."
CLIENT_HELP_INC_000164,Removing a Party member,Removing a Party member
CLIENT_HELP_INC_000165,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.","Hanya Party Leader yang dapat menghapus anggota party. Untuk melakukan ini, kamu perlu mengakses Party Menu, pilih Party member yang ditargetkan, dan terakhir tekan Tombol Leave."
CLIENT_HELP_INC_000166,Changing Party Leader,Changing Party Leader
CLIENT_HELP_INC_000167,"To transfer leadership in an Advanced Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.","Untuk mentransfer leadership di Advanced Party, Leader harus memilih Party member dan mengklik tombol Transfer. Jika Leader meninggalkan party, maka Party member yang ditempatkan di sebelah Leader menjadi Party Leader."
CLIENT_HELP_INC_000168,,
CLIENT_HELP_INC_000169,,
CLIENT_HELP_INC_000170,Advanced Party Skills,Advanced Party Skills
CLIENT_HELP_INC_000171,Only the Advanced Party Leader can use the Advanced Party Skills. The Advanced Party Skills will be acquired as you reach a certain Party Level. Party Points are consumed to use Skills.,Hanya Advanced Party Leader yang dapat menggunakan Advanced Party Skills. Skill tersebut akan diperoleh saat mencapai Party Level tertentu. Party Points digunakan untuk Skills.
CLIENT_HELP_INC_000172,Call,Call
CLIENT_HELP_INC_000173,Informs all Party members of the location of the Party Leader. It does not consume any Party Points.,Memberi tahu semua Party members tentang lokasi Party Leader. Itu tidak mengkonsumsi Party Points.
CLIENT_HELP_INC_000174,Blitz,Blitz
CLIENT_HELP_INC_000175,Party Leader orders Party members to attack a target. It does not consume any Party Points.,Party Leader memerintahkan Party members untuk menyerang target. Itu tidak mengkonsumsi Party Points.
CLIENT_HELP_INC_000176,Retreat,Retreat
CLIENT_HELP_INC_000177,Party Leader orders all Party members to retreat. It does not consume any Party Points.,Party Leader memerintahkan semua Party members untuk mundur. Itu tidak mengkonsumsi Party Points.
CLIENT_HELP_INC_000179,,
CLIENT_HELP_INC_000180,Precision,Precision
CLIENT_HELP_INC_000181,"Use this ability to gain an almost guaranteed critical hit on your next attack. Available at party level 17, consumes 1 Party Point.","Gunakan kemampuan ini untuk menaikkan critical hit pada serangan berikutnya. Tersedia di party level 17, mengkonsumsi 1 Party Point."
CLIENT_HELP_INC_000182,Linked Attack,Linked Attack
CLIENT_HELP_INC_000183,"While the Party Leader is attacking a target, damage increase for all Party members attacking the same target. Available at party level 20, consumes 3 Party Points.","Saat Party Leader menyerang target, damage meningkat untuk semua Party Members yang menyerang target yang sama. Tersedia di level party 20, mengkonsumsi 3 Party Point."
CLIENT_HELP_INC_000184,Lucky Drop,Lucky Drop
CLIENT_HELP_INC_000185,"Increases the chance of Masquerpets dropping unique items. Available at party level 25, consumes 5 Party Points.","Meningkatkan kemungkinan Masquerpets menjatuhkan item-item unik. Tersedia di level party 25, mengkonsumsi 5 Party Point."
CLIENT_HELP_INC_000186,Resting,Resting
CLIENT_HELP_INC_000187,"Party members recover 1.5 times faster. It the Party Leader is an Assist, Party members recover 1.8 times faster. Available at party level 30, consumes 2 Party Points.","Party members pulih 1,5 kali lebih cepat. Jika Party Leader adalah Assist, Party members pulih 1,8 kali lebih cepat. Tersedia di level party 30, mengkonsumsi 2 Party Points."
CLIENT_HELP_INC_000188,Gift Box,Gift Box
CLIENT_HELP_INC_000189,"Increases the amount of items dropped by Masquerpets. Available at party level 40, consumes 8 Party Points.","Meningkatkan jumlah item drop oleh Masquerpet. Tersedia di level party 40, mengkonsumsi 8 Party Points."
CLIENT_HELP_INC_000190,Jobs and their Skills,Jobs and their Skills
CLIENT_HELP_INC_000191,This section details the various Jobs in Flyff and all of their corresponding skills. The Skill Menu can be pulled up by pressing the K Key.,Bagian ini merinci berbagai Job di Flyff dan semua skillnya. Skill Menu dapat ditarik dengan menekan Tombol K.
CLIENT_HELP_INC_000192,Players will receive Skill Points as they Level up their characters.,Player akan menerima Skill Points saat mereka menaikkan level karakter.
CLIENT_HELP_INC_000193,These Skill Points can then be assigned to various skills to increase the strength of that particular Skill.,Skill Points ini kemudian dapat diberikan ke berbagai skill untuk meningkatkan kekuatan Skill tertentu.
CLIENT_HELP_INC_000194,PH1,PH1
CLIENT_HELP_INC_000195,Vagrants are the basic class everyone in Flyff starts with before they decide on their First Job Change. They use physical attacks and use melee weapons like swords and axes.,Vagrant adalah basic class yang dimulai oleh semua orang di Flyff sebelum mereka memutuskan First Job Change. Mereka menggunakan physical attack dan menggunakan melee weapon seperti sword dan axe.
CLIENT_HELP_INC_000196,Clean Hit,Clean Hit
CLIENT_HELP_INC_000197,"A powerful, downward strike. This skill is available at Level 3 and can be used with any Melee Weapon.",Downward strike yang kuat. Skill ini tersedia di Level 3 dan dapat digunakan dengan Melee Weapon apa pun.
CLIENT_HELP_INC_000198,Flurry,Flurry
CLIENT_HELP_INC_000199,A rapid stabbing attack that follows a Clean Hit in the Action Slot. This skill is available at Level 5 to Players who have at least 3 Skill Points in Clean Hit and can be used with any Melee Weapon.,Rapid stabbing attack yang mengikuti Clean Hit di Action Slot. Skill ini tersedia di Level 5 untuk Player yang memiliki setidaknya 3 Skill Points di Clean Hit dan dapat digunakan dengan Melee Weapon apa pun.
CLIENT_HELP_INC_000200,Over Cutter,Over Cutter
CLIENT_HELP_INC_000201,This attack gathers all of the power the vagrant has and unleashes it in a strong upwards finishing blow. Over Cutter completes the combo after Flurry in the Action Slot. This skill is available at Level 10 to Players who have at least 3 Skill Points in Flurry and can be used with any Melee Weapon.,Serangan ini mengumpulkan semua kekuatan yang dimiliki vagrant dan melepaskannya dalam upwards finishing blow yang kuat. Over Cutter menyelesaikan kombo setelah Flurry di Action Slot. Skill ini tersedia di Level 10 untuk Player yang memiliki setidaknya 3 Skill Points di Flurry dan dapat digunakan dengan Melee Weapon apa pun.
CLIENT_HELP_INC_000202,Mercenary,Mercenary
CLIENT_HELP_INC_000203,"Mercenaries prefer to partake in close range combat. The main characteristics of this particular class involve physical strength, and a strong body that is able to withstand attacks.","Mercenaries lebih memilih untuk mengambil bagian dalam close range combat. Karakteristik utama dari particular class ini melibatkan kekuatan fisik, dan tubuh yang kuat yang mampu menahan serangan."
CLIENT_HELP_INC_000204,"Powerful and headstrong, the mercenary has both inner and physical strength. Mercenaries will become either a Blade or a Knight.","Kuat dan keras kepala, mercenary memiliki kekuatan batin dan fisik. Mercenaries akan menjadi Blade atau Knight."
CLIENT_HELP_INC_000205,PH2,PH2
CLIENT_HELP_INC_000206,"Strikes the enemy two times, in rapid succession. This skill is available at Level 15 and can be used with any Axe or Sword.","Menyerang musuh dua kali, berturut-turut dengan cepat. Skill ini tersedia di Level 15 dan dapat digunakan dengan Axe atau Sword apa pun."
CLIENT_HELP_INC_000207,PH3,PH3
CLIENT_HELP_INC_000208,A continuous spinning attack. This skill is available at Level 18 to Players who have at least 4 Skill Points in Slash and can be used with any Axe or Sword.,Continuous spinning attack. Sill ini tersedia di Level 18 untuk Player yang memiliki setidaknya 4 Skill Points di Slash dan dapat digunakan dengan Axe atau Sword apa pun.
CLIENT_HELP_INC_000209,PH4,PH4
CLIENT_HELP_INC_000210,"A spinning, finishing move. This skill is available at Level 24 to Players who have at least 6 Skill Points in Keenwheel and can be used with any Axe or Sword.",Spinning finishing move. Skill ini tersedia di Level 24 untuk Player yang memiliki setidaknya 6 Skill Points di Keenwheel dan dapat digunakan dengan Axe atau Sword apa pun.
CLIENT_HELP_INC_000211,Special Hit,Special Hit
CLIENT_HELP_INC_000212,A single powerful strike. This skill is available at Level 30 to Players who have at least 8 Skill Points in Blindside and can be used with any Axe or Sword.,Single powerful strike. Skill ini tersedia di Level 30 untuk Player yang memiliki setidaknya 8 Skill Points di Blindside dan dapat digunakan dengan Axe atau Sword apa pun.
CLIENT_HELP_INC_000213,PH5,PH5
CLIENT_HELP_INC_000214,Drains life from an enemy. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slash and can be used with any Axe or Sword.,Menyerap darah musuh. Skill ini tersedia di Level 20 untuk Player yang memiliki minimal 3 Skill Point di Slash dan dapat digunakan dengan Axe atau Sword apapun.
CLIENT_HELP_INC_000215,Reflex Hit,Reflex Hit
CLIENT_HELP_INC_000216,This Skill absorbs one attack and releases it back at an enemy. This skill is available at Level 25 to Players who have at least 8 Skill Points in Bloody Strike and can be used with any Axe or Sword.,Skill ini menyerap satu serangan dan melepaskannya kembali ke musuh. Skill ini tersedia di Level 25 untuk Player yang memiliki setidaknya 8 Skill Point di Bloody Strike dan dapat digunakan dengan Axe atau Sword apa pun.
CLIENT_HELP_INC_000217,Guillotine,Guillotine
CLIENT_HELP_INC_000218,This attack begins from a short distance and then launches the player at the enemy in a fiery burst. This skill is available at Level 30 to Players who have at least 10 Skill Points in Reflex Hit and can be used with any Axe or Sword.,Serangan ini dimulai dari jarak pendek dan kemudian meluncurkan player ke musuh dalam ledakan yang berapi-api. Skill ini tersedia di Level 30 untuk Player yang memiliki setidaknya 10 Skill Point di Reflex Hit dan dapat digunakan dengan Axe atau Sword apa pun.
CLIENT_HELP_INC_000219,Protection,Protection
CLIENT_HELP_INC_000220,Increases the defense of a Shield against melee attacks. This skill is available at Level 15 and requires a shield.,Meningkatkan pertahanan Shield terhadap melee attack. Skill ini tersedia di Level 15 dan membutuhkan shield.
CLIENT_HELP_INC_000221,Pan Barrier,Pan Barrier
CLIENT_HELP_INC_000222,Increases the defense of a Shield against ranged attacks. This skill is available at Level 18 to Players who have at least 3 Skill Points in Protection and requires a shield.,Meningkatkan pertahanan Shield terhadap ranged attack. Skill ini tersedia di Level 18 untuk Player yang memiliki setidaknya 3 Skill Points dalam Protection dan membutuhkan shield.
CLIENT_HELP_INC_000223,Sneaker,Sneaker
CLIENT_HELP_INC_000224,Holds an enemy in place with a net. This skill is available at Level 20 to Players who have at least 10 Skill Points in Pan Barrier and can be used with any Axe or Sword.,Memegang musuh di tempat dengan jaring. Keterampilan ini tersedia di Level 20 untuk Pemain yang memiliki setidaknya 10 Poin Keterampilan di Pan Barrier dan dapat digunakan dengan Axe atau Sword apa pun.
CLIENT_HELP_INC_000225,Empower Weapon,Empower Weapon
CLIENT_HELP_INC_000226,This Skill strengthens the elemental damage of a weapon. It is not applied if there is no elemental attack power on the weapon. This skill is available at Level 20 to Players who have at least 5 Skill Points in Protection and can be used with any Axe or Sword.,Skill ini memperkuat elemental damage dari sebuah senjata. Itu tidak diterapkan jika tidak ada kekuatan serangan elemental pada senjata. Keterampilan ini tersedia di Level 20 untuk Pemain yang memiliki setidaknya 5 Poin Keterampilan dalam Perlindungan dan dapat digunakan dengan Kapak atau Pedang apa pun.
CLIENT_HELP_INC_000227,Smite Axe,Smite Axe
CLIENT_HELP_INC_000228,Increases the attack level of an Axe and gives additional defense. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Axe.,Meningkatkan level serangan Axe dan memberikan pertahanan tambahan. Skill ini tersedia di Level 25 untuk Pemain yang memiliki setidaknya 4 Skill Point di Empower Weapon dan dapat digunakan dengan Axe apapun.
CLIENT_HELP_INC_000229,Axe Mastery,Axe Mastery
CLIENT_HELP_INC_000230,Increases the attack level of an Axe. This skill is available at Level 30 to Players who have at least 9 Skill Points in Smite Axe and can be used with any Axe.,Meningkatkan level serangan Axe. Skill ini tersedia di Level 30 untuk Pemain yang memiliki setidaknya 9 Skill Point di Smite Axe dan dapat digunakan dengan Axe apapun.
CLIENT_HELP_INC_000231,Blazing Sword,Blazing Sword
CLIENT_HELP_INC_000232,Increases the attack level and accuracy of a Sword. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Sword.,Meningkatkan level serangan dan akurasi Pedang. Keterampilan ini tersedia di Level 25 untuk Pemain yang memiliki setidaknya 4 Poin Keterampilan di Empower Weapon dan dapat digunakan dengan Pedang apa pun.
CLIENT_HELP_INC_000233,Sword Mastery,Sword Mastery
CLIENT_HELP_INC_000234,Increases the attack level of a Sword. This skill is available at Level 30 to Players who have at least 9 Skill Points in Blazing Sword and can be used with any Sword.,Meningkatkan tingkat serangan Pedang. Keterampilan ini tersedia di Level 30 untuk Pemain yang memiliki setidaknya 9 Poin Keterampilan di Pedang Berkobar dan dapat digunakan dengan Pedang apa pun.
CLIENT_HELP_INC_000235,Acrobat,Acrobat
CLIENT_HELP_INC_000236,"Acrobats mainly wield long distance weapons such as Bows or Yo-Yos. Using tactics based on speed and accuracy, they are usually able to break anyone willing enough to fight them. Sly and witty, the acrobat is a cunning trickster.","Akrobat terutama menggunakan senjata jarak jauh seperti Busur atau Yo-Yos. Menggunakan taktik berdasarkan kecepatan dan akurasi, mereka biasanya mampu mematahkan siapa pun yang cukup bersedia untuk melawan mereka. Licik dan jenaka, akrobat adalah penipu yang licik."
CLIENT_HELP_INC_000237,"An Acrobat will use MP for Bow Skills and FP for Yo-Yo skills. For universal skills like Dark Illusion, Acrobats use FP. Acrobats will become either a Jester or a Ranger.","Seorang Acrobat akan menggunakan MP untuk Skill Bow dan FP untuk Skill Yo-Yo. Untuk skill universal seperti Dark Illusion, Acrobats menggunakan FP. Akrobat akan menjadi Jester atau Ranger."
CLIENT_HELP_INC_000238,Pulling,Pulling
CLIENT_HELP_INC_000239,Pulls a target towards the player. This skill is available at Level 15 to Players and can be used with any Yo-Yo.,Menarik target ke arah pemain. Keterampilan ini tersedia di Level 15 untuk Pemain dan dapat digunakan dengan Yo-Yo apa pun.
CLIENT_HELP_INC_000240,Fast Walker,Fast Walker
CLIENT_HELP_INC_000241,Increases the walking speed of the user for a limited time. This skill is available at Level 18 to Players who have at least 3 Skill Points in Pulling and can be used with any Bow or Yo-Yo.,Meningkatkan kecepatan berjalan pengguna untuk waktu yang terbatas. Keterampilan ini tersedia di Level 18 untuk Pemain yang memiliki setidaknya 3 Poin Keterampilan Menarik dan dapat digunakan dengan Busur atau Yo-Yo apa pun.
CLIENT_HELP_INC_000242,Dark Illusion,Dark Illusion
CLIENT_HELP_INC_000243,Turn a character invisible for a short time. This skill is available at Level 30 to Players who have at least 6 Skill Points in Fast Walker and can be used with any Bow or Yo-Yo.,Mengubah karakter tidak terlihat untuk waktu yang singkat. Keterampilan ini tersedia di Level 30 untuk Pemain yang memiliki setidaknya 6 Poin Keterampilan di Fast Walker dan dapat digunakan dengan Busur atau Yo-Yo apa pun.
CLIENT_HELP_INC_000244,Perfect Block,Perfect Block
CLIENT_HELP_INC_000245,Block rate will be increased. This skill is available at Level 45 to Players who have at least 8 Skill Points in Dark Illusion and can be used with any Bow or Yo-Yo.,Tingkat blok akan ditingkatkan. Keterampilan ini tersedia di Level 45 untuk Pemain yang memiliki setidaknya 8 Poin Keterampilan di Dark Illusion dan dapat digunakan dengan Busur atau Yo-Yo apa pun.
CLIENT_HELP_INC_000246,Slow Step,Slow Step
CLIENT_HELP_INC_000247,You have a chance to decrease the moving speed of enemy. This skill is available at Level 15 and can be used with any Yo-Yo.,Kamu memiliki kesempatan untuk mengurangi kecepatan bergerak musuh. Keterampilan ini tersedia di Level 15 dan dapat digunakan dengan Yo-Yo apa pun.
CLIENT_HELP_INC_000248,Yo-Yo Mastery,Yo-Yo Mastery
CLIENT_HELP_INC_000249,Increases Yo-Yo damage. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slow Step and can be used with any Yo-Yo.,Meningkatkan kerusakan Yo-Yo. Keterampilan ini tersedia di Level 20 untuk Pemain yang memiliki setidaknya 3 Poin Keterampilan dalam Langkah Lambat dan dapat digunakan dengan Yo-Yo apa pun.
CLIENT_HELP_INC_000250,Snatch,Snatch
CLIENT_HELP_INC_000251,Steals Penya from the target; can only be used while in Dark Illusion from behind target. This skill is available at Level 35 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo.,Mencuri Penya dari target; hanya bisa digunakan saat berada di Dark Illusion dari belakang target. Keterampilan ini tersedia di Level 35 untuk Pemain yang memiliki setidaknya 8 Poin Keterampilan dalam Penguasaan Yo-Yo dan dapat digunakan dengan Yo-Yo apa pun.
CLIENT_HELP_INC_000252,Deadly Swing,Deadly Swing
CLIENT_HELP_INC_000253,A critical attack that has a chance to cause the enemy to bleed. This skill is available at Level 50 to Players who have at least 10 Skill Points in Snatch and can be used with any Yo-Yo.,Serangan kritis yang berpeluang menyebabkan musuh berdarah. Keterampilan ini tersedia di Level 50 untuk Pemain yang memiliki setidaknya 10 Poin Keterampilan di Snatch dan dapat digunakan dengan Yo-Yo apa pun.
CLIENT_HELP_INC_000254,Cross Line,Cross Line
CLIENT_HELP_INC_000255,Gather energy into your Yo-Yo in order to strike an enemy with a powerful attack that has the chance to stun your target. This skill is available at Level 30 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo. .,Kumpulkan energi ke dalam Yo-Yo kamu untuk menyerang musuh dengan serangan kuat yang memiliki peluang untuk melumpuhkan target kamu. Keterampilan ini tersedia di Level 30 untuk Pemain yang memiliki setidaknya 8 Poin Keterampilan dalam Penguasaan Yo-Yo dan dapat digunakan dengan Yo-Yo apa pun. .
CLIENT_HELP_INC_000256,Counterattack,Counterattack
CLIENT_HELP_INC_000257,Evade the enemy's next attack and strike back with an attack of your own. This skill is available at Level 40 to Players who have at least 10 Skill Points in Cross Line and can be used with any Yo-Yo.,Hindari serangan musuh berikutnya dan serang balik dengan serangan anda sendiri. Keterampilan ini tersedia di Level 40 untuk Pemain yang memiliki setidaknya 10 Poin Keterampilan di Garis Silang dan dapat digunakan dengan Yo-Yo apa pun.
CLIENT_HELP_INC_000258,Junk Arrow,Junk Arrow
CLIENT_HELP_INC_000259,This skill shoots four arrows very quickly but with reduced accuracy. This skill is available at Level 15 and can be used with any Bow.,Keterampilan ini menembakkan empat anak panah dengan sangat cepat tetapi dengan akurasi yang berkurang. Keterampilan ini tersedia di Level 15 dan dapat digunakan dengan Busur apa pun.
CLIENT_HELP_INC_000260,Bow Mastery,Bow Mastery
CLIENT_HELP_INC_000261,Increases Bow damage. This skill is available at Level 20 to Players who have at least 5 Skill Points in Junk Arrow and can be used with any Bow.,Meningkatkan kerusakan Busur. Keterampilan ini tersedia di Level 20 untuk Pemain yang memiliki setidaknya 5 Poin Keterampilan di Junk Arrow dan dapat digunakan dengan Busur apa pun.
CLIENT_HELP_INC_000262,Silent Shot,Silent Shot
CLIENT_HELP_INC_000263,Delivers a powerful sneak attack to the target if you are in Dark Illusion. This skill is available at Level 30 to Players who have at least 4 Skill Points in Bow Mastery and can be used with any Bow.,Memberikan serangan diam-diam yang kuat ke target jika Anda berada di Dark Illusion. Keterampilan ini tersedia di Level 30 untuk Pemain yang memiliki setidaknya 4 Poin Keterampilan dalam Penguasaan Busur dan dapat digunakan dengan Busur apa pun.
CLIENT_HELP_INC_000264,Auto Shot,Auto Shot
CLIENT_HELP_INC_000265,Attacks four times in succession without missing. Each hit is slightly less damaging than a hit from Junk Arrow. This skill is available at Level 45 to Players who have at least 9 Skill Points in Silent Shot and can be used with any Bow.,Menyerang empat kali berturut-turut tanpa meleset. Setiap pukulan sedikit kurang merusak daripada pukulan dari Junk Arrow. Keterampilan ini tersedia di Level 45 untuk Pemain yang memiliki setidaknya 9 Poin Keterampilan dalam Tembakan Senyap dan dapat digunakan dengan Busur apa pun.
CLIENT_HELP_INC_000266,Aimed Shot,Aimed Shot
CLIENT_HELP_INC_000267,A carefully aimed shot that has a chance to deal double damage to the target. This skill is available at Level 35 to Players who have at least 5 Skill Points in Bow Mastery and can be used with any Bow.,Tembakan yang diarahkan dengan hati-hati yang memiliki peluang untuk memberikan kerusakan ganda pada target. Keterampilan ini tersedia di Level 35 untuk Pemain yang memiliki setidaknya 5 Poin Keterampilan dalam Penguasaan Busur dan dapat digunakan dengan Busur apa pun.
CLIENT_HELP_INC_000268,Arrow Rain,Arrow Rain
CLIENT_HELP_INC_000269,A rain of arrows that will fall on all enemies in a wide circle around your target. This skill is available at Level 50 to Players who have at least 5 Skill Points in Aimed Shot and can be used with any Bow.,Hujan panah yang akan jatuh pada semua musuh dalam lingkaran lebar di sekitar targetmu. Arrow Rain ini tersedia di Level 50 untuk Pemain yang memiliki setidaknya 5 Poin Keterampilan dalam Aimed Shot dan dapat digunakan dengan Busur apa pun.
CLIENT_HELP_INC_000270,Assist,Assist
CLIENT_HELP_INC_000271,"The Assist is the priest or medic of Flyff. The two primary builds for this job are a Full Support healer or a Buff Warrior. Both have the same skills to chose from. Where the Healer will need a partner to level, the Warrior can self-buff and fight alone.","Assist adalah pendeta atau petugas medis dari Flyff. Dua build utama untuk pekerjaan ini adalah penyembuh Dukungan Penuh atau Prajurit Buff. Keduanya memiliki keterampilan yang sama untuk dipilih. Dimana Healer membutuhkan partner untuk naik level, Warrior bisa melakukan self-buff dan bertarung sendirian."
CLIENT_HELP_INC_000272,The Assist may chose from Ringmaster or Billposter when the times comes to progress into a second Job.,Assist dapat memilih dari Ringmaster atau Billposter ketika saatnya tiba untuk maju ke Job kedua.
CLIENT_HELP_INC_000273,Heal,Heal
